Sample #	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71
Date	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21
Start Time	09:37:06	09:39:24	09:41:39	09:43:54	09:46:09	09:48:24	09:50:39	09:52:54	09:55:09	09:57:24	09:59:39	10:01:54	10:04:09	10:06:24	10:08:39	10:10:54	10:13:09	10:15:24	10:17:39	10:19:54	10:22:09	10:24:24	10:26:39	10:28:54	10:31:09	10:33:24	10:35:39	10:37:54	10:40:09	10:42:24	10:44:39	10:46:54	10:49:09	10:51:24	10:53:39	10:55:54	10:58:09	11:00:24	11:02:39	11:04:54	11:07:09	11:09:24	11:11:39	11:13:54	11:16:09	11:18:24	11:20:39	11:22:54	11:25:09	11:27:24	11:29:39	11:31:54	11:34:09	11:36:25	11:38:40	11:40:55	11:43:10	11:45:25	11:47:40	11:49:55	11:52:10	11:54:25	11:56:40	11:58:55	12:01:10	12:03:25	12:05:40	12:07:55	12:10:10	12:12:25	12:14:40
Diameter Midpoint
174.7	3974.46	14630.3	15109.1	3495.42	3510.2	1526.39	2831.58	10065.3	3959.68	16266.8	3745.76	9844.04	10957.8	5508.14	9601.2	8538.86	7197.04	7919.36	7669.02	8347.64	6761.7	6584.83	9202.48	3945.12	2632.43	6142.63	3067.57	2403.94	4394.6	5478.79	4601.24	5205.74	3753.25	3509.98	3745.97	2853.86	2860.92	2639.93	4129.69	6356.34	3494.99	5913.71	1976.09	5007.03	3281.71	4837.45	2831.58	4387.53	3060.5	5478.79	442.416	2625.37	2182.73	1968.81	3075.06	3731.19	5685.22	3738.47	3082.13	4792.89	5080.5	3281.28	4645.37	4151.76	3944.9	3723.69	5456.94	3494.99	4402.31	2639.93	3937.83
181.1	4488.83	25593	25723.3	4427.37	4288.56	4266.61	3653.54	17842.1	8488.76	26030.7	4925.95	14684.7	15419.6	9109.15	9397.21	9260.78	9534.76	9023.93	11367.9	12086.3	9735.03	11790.4	11529.2	6244.07	4979.54	5138.48	5477.56	4764.63	6037.04	4864.49	5653.51	5968.27	3470.27	6005.4	6588.65	5216.39	7018.46	5209.07	5775.31	6918.04	7055.59	5746.05	7546.3	5184.75	5629.19	4510.78	5653.51	6058.99	6518.06	6679.38	222.219	6251.39	4190.52	3516.55	3262.69	3922.03	6818.19	2581.4	5907.36	5079.39	5025.81	4618.51	4213.02	5055.07	2896.16	6136.9	5238.33	6129.58	6910.73	5292.48	5760.68
187.7	6813.27	27298.3	26699.5	6018.36	7486.22	6607.11	3280.56	13915.7	4139.62	28055.1	7710.54	16102.5	19093.2	13055.9	12849.8	11027.4	10110.8	12822	14110.8	11260.2	11923.5	14213.9	12999.6	6626.44	6887.8	4944.2	6083.23	5093.26	5055.06	6018.36	5784.38	6036.52	5840.75	7448.01	6168.14	6457.33	5149.63	6233.01	7243.02	5074.38	5785.1	6121.44	7205.53	6485.88	5176.29	5934.16	7354.6	6382.8	8504.73	5859.63	345.557	1933.94	3084.07	4654.29	3924.97	3027.7	2803.38	4597.92	3906.81	6103.27	4579.76	4663.51	3634.62	6271.22	5989.81	7289.73	3316.89	5167.8	5971.65	4233.04	4672.45
194.6	4159.99	23600.2	24162.1	4415.07	3853.17	3609.57	4104.4	13307.6	6894	19695.3	5109.38	13555	11146.1	7640.13	12579.7	9306.71	9350.91	12783	12132.9	9905.18	9912.8	10888.1	9273.22	5833.42	4536.87	5504.51	5796.93	4810.19	5490.11	4913.75	3214.44	5120.86	4880.25	6465.38	5984.94	4743.98	6380.07	7721.59	4954.09	5460.39	4255.92	3136.76	5630.16	6661.01	3373.59	6443.28	4341.23	4463.03	5807.55	3506.01	328.913	3513.64	2630.45	2855.81	3136.76	3731.37	2508.65	4503.37	3202.97	3428.33	4732.5	3225.07	3665.16	5061.42	3687.25	4359.48	4307.74	4913.75	5767.21	4511	4060.28
201.7	4235.75	12082.6	15645.5	2410.73	3039.96	3364.38	2822.22	7871.14	6830.46	13225.1	2822.22	10369	8810.18	4676.17	5131.21	6380.31	6176.83	7280.6	8960.46	7996.97	8321.34	6549.62	6772.25	2362.3	1771.71	4681.01	2633.35	3543.42	3398.15	4366.42	2633.35	2633.35	4259.79	4356.64	3039.96	4685.9	2764.02	4506.86	3170.63	2991.54	3727.4	3780.72	4535.73	3950.03	2638.24	3049.74	3543.42	4593.93	4540.62	3223.94	455.034	2681.78	1544.19	1500.66	1960.58	2086.36	3049.74	2715.59	1771.71	2096.13	2047.65	2764.02	2178.32	2870.65	3170.63	3141.76	4216.25	3727.4	3732.29	3451.46	2768.91
209.1	1236.52	6683.28	11065.5	1497.57	2986.36	1510.19	2385.11	5707.82	3621.63	9148.62	2230.69	5490.72	5411.59	3454.58	3300.15	4354.75	3498.54	4342.12	3651.82	3577.67	3419.4	4342.12	4068.44	2416.45	2142.77	918.879	2142.77	1378.32	5053.83	1157.38	2297.2	1683.33	2526.92	2828.08	3291.37	1881.72	2986.36	3696.92	2142.77	2067.48	3256.19	2614.83	2526.92	1988.34	1422.28	3838.72	1837.76	3379.29	1957.01	1572.86	0	1378.32	1148.6	2032.3	777.077	1422.28	547.357	1837.76	994.171	2199.35	1608.04	1837.76	1453.61	1466.24	1608.04	1399.73	2186.73	1652	2230.69	1497.57	2186.73
216.7	1159.83	4224.71	5187.05	155.938	1159.83	2319.66	0	3220.82	1159.83	6605.45	1262.46	3528.81	3662.03	2399.57	2270.24	1106.52	3095.47	1726.39	1699.69	1855.73	3122.07	3118.19	2939.53	1315.77	2011.67	874.556	1315.77	1391.8	874.556	1007.77	1517.15	1083.8	1623.76	1319.65	1315.77	1231.87	231.966	1030.49	1315.77	1749.11	1806.3	2087.7	874.556	1882.33	642.59	1905.05	874.556	1547.74	1779.7	2167.61	463.932	695.899	695.899	954.466	410.624	410.624	463.932	695.899	851.837	695.899	410.624	695.899	1494.43	0	1802.42	1726.39	1315.77	1159.83	1673.08	1726.39	2011.67
224.7	0	2013.61	4748.91	31.8716	1405.55	702.775	468.517	1811.22	937.033	3365.32	554.223	1310.83	2630.68	937.033	756.61	1459.38	702.775	554.223	864.281	734.646	1725.51	1693.64	702.775	468.517	937.033	1022.74	1171.29	0	1225.13	266.13	341.929	734.646	1171.29	1639.81	1405.55	864.281	968.905	1257	298.001	576.187	522.352	734.646	1523.13	756.61	1225.13	2684.51	554.223	766.518	702.775	702.775	266.13	734.646	234.258	756.61	522.352	288.094	468.517	702.775	937.033	234.258	53.8353	702.775	990.868	734.646	756.61	990.868	500.388	468.517	1044.7	1225.13	1171.29
232.9	236.597	1623.99	2065	778.293	946.389	946.389	236.597	1319.99	946.389	1961.28	441.005	1150.8	2365.97	810.483	1756.87	1182.99	1283.68	914.199	810.483	1724.68	1724.68	1283.68	1182.99	946.389	337.289	441.005	709.792	1419.58	709.792	1251.49	473.194	677.602	1756.87	473.194	0	337.289	778.293	677.602	1355.2	709.792	1419.58	677.602	645.412	709.792	709.792	709.792	204.407	1118.61	1419.58	709.792	541.696	677.602	709.792	0	709.792	810.483	473.194	810.483	337.289	473.194	473.194	946.389	473.194	1014.89	337.289	810.483	441.005	473.194	674.578	709.792	946.389
241.4	720.669	2709.29	1441.34	378.211	633.978	0	720.669	275.977	633.978	3654.64	787.51	1201.11	1201.11	618.434	1098.88	633.978	1012.19	1114.42	1098.88	771.966	2453.53	858.657	1201.11	393.755	378.211	633.978	480.446	480.446	480.446	618.434	633.978	1201.11	618.434	720.669	720.669	618.434	1098.88	240.223	874.201	960.891	480.446	720.669	1114.42	480.446	960.891	960.891	1201.11	720.669	720.669	240.223	378.211	480.446	480.446	240.223	0	291.52	240.223	618.434	858.657	960.891	547.287	633.978	393.755	618.434	858.657	445.052	633.978	0	996.645	1114.42	787.51
250.3	431.286	660.532	1456.12	242.686	87.5799	242.686	728.058	1213.43	815.638	815.638	417.846	1213.43	1887.4	431.286	485.372	1058.32	1058.32	1301.01	862.573	1301.01	1246.92	1456.12	485.372	1301.01	485.372	761.552	916.658	188.6	242.686	0	330.266	1213.43	431.286	485.372	485.372	970.744	431.286	485.372	572.952	485.372	970.744	728.058	815.638	0	485.372	242.686	1213.43	485.372	1159.34	970.744	0	728.058	485.372	0	242.686	87.5799	188.6	0	485.372	0	175.16	330.266	330.266	485.372	242.686	1091.82	1058.32	970.744	485.372	572.952	660.532
259.5	54.6464	1226.01	2618.85	490.403	490.403	0	245.202	1471.21	735.605	1961.61	490.403	245.202	299.848	1280.66	696.422	0	490.403	490.403	1090.1	245.202	299.848	1186.83	980.807	490.403	490.403	545.05	54.6464	1035.45	0	245.202	0	1186.83	54.6464	451.22	245.202	1716.41	545.05	735.605	735.605	696.422	245.202	696.422	735.605	245.202	696.422	941.624	245.202	1961.61	545.05	490.403	245.202	696.422	490.403	696.422	735.605	490.403	54.6464	245.202	490.403	1677.23	490.403	980.807	490.403	490.403	490.403	299.848	980.807	0	245.202	451.22	490.403
269.0	747.311	1701.13	1033.43	662.118	747.311	0	249.104	747.311	0	1245.52	249.104	704.715	747.311	1701.13	288.91	249.104	747.311	498.208	249.104	996.415	0	1285.33	747.311	249.104	249.104	498.208	498.208	498.208	0	0	0	538.014	249.104	39.8066	1452.03	747.311	0	747.311	249.104	495.417	249.104	1036.22	498.208	455.611	39.8066	787.118	498.208	249.104	1452.03	249.104	0	538.014	455.611	787.118	249.104	249.104	747.311	704.715	0	288.91	747.311	498.208	0	249.104	249.104	206.507	747.311	747.311	747.311	1285.33	249.104
278.8	0	1301.84	1050.09	589.619	0	0	0	0	251.759	1258.79	503.517	1173.11	503.517	294.809	755.276	503.517	251.759	187.391	251.759	755.276	251.759	1194.43	251.759	251.759	0	251.759	251.759	251.759	878.299	439.15	503.517	755.276	0	251.759	294.809	251.759	755.276	942.667	251.759	546.568	251.759	251.759	439.15	1301.84	626.541	251.759	690.908	251.759	43.0508	251.759	0	503.517	546.568	503.517	503.517	503.517	251.759	546.568	0	503.517	755.276	0	251.759	503.517	503.517	546.568	755.276	0	755.276	942.667	251.759
289.0	1023.51	1279.39	406.099	255.878	0	0	0	255.878	255.878	511.757	0	130.842	1023.51	511.757	511.757	767.635	255.878	833.056	511.757	511.757	150.221	1088.93	511.757	255.878	0	511.757	511.757	255.878	642.599	65.4211	406.099	0	0	511.757	511.757	255.878	406.099	833.056	255.878	661.978	0	406.099	65.4211	511.757	130.842	767.635	577.178	406.099	0	511.757	0	0	0	150.221	511.757	511.757	0	0	255.878	406.099	511.757	255.878	255.878	511.757	0	255.878	0	0	0	321.3	255.878
299.6	0	260.138	720.886	260.138	0	260.138	260.138	260.138	780.414	260.138	780.414	0	520.276	0	520.276	520.276	260.138	520.276	93.1942	613.47	107.416	780.414	780.414	780.414	0	93.1942	0	260.138	260.138	1040.55	107.416	520.276	260.138	0	260.138	0	107.416	260.138	260.138	887.83	0	107.416	613.47	780.414	0	0	1300.69	367.554	780.414	520.276	0	260.138	0	107.416	0	520.276	520.276	0	260.138	367.554	260.138	260.138	0	353.332	520.276	520.276	520.276	520.276	260.138	520.276	260.138
310.6	0	789.123	694.889	0	0	263.041	0	0	0	526.082	0	541.581	526.082	526.082	263.041	526.082	263.041	0	694.889	431.848	263.041	1841.29	541.581	526.082	0	168.807	526.082	0	263.041	263.041	0	263.041	526.082	0	789.123	263.041	263.041	0	0	263.041	789.123	15.4993	694.889	526.082	263.041	263.041	0	541.581	526.082	278.54	0	263.041	0	0	0	0	526.082	0	263.041	0	263.041	0	0	168.807	263.041	0	263.041	0	526.082	263.041	0
322.0	267.549	267.549	535.099	267.549	0	0	0	0	0	535.099	0	251.784	0	0	0	535.099	802.648	267.549	452.232	267.549	802.648	0	251.784	0	0	0	0	802.648	0	0	267.549	0	267.549	0	535.099	535.099	0	0	0	0	267.549	251.784	0	267.549	535.099	267.549	0	251.784	0	786.883	0	0	267.549	535.099	0	267.549	0	267.549	0	0	802.648	267.549	0	1070.2	0	0	0	0	267.549	267.549	0
333.8	544.436	272.218	816.654	544.436	272.218	0	0	544.436	272.218	272.218	272.218	272.218	272.218	0	544.436	0	0	0	900.966	272.218	272.218	0	0	0	0	0	0	272.218	0	272.218	0	272.218	0	341.239	0	0	0	0	0	272.218	272.218	272.218	272.218	544.436	0	0	272.218	272.218	69.0214	272.218	0	0	272.218	0	272.218	0	0	272.218	0	69.0214	0	544.436	0	0	69.0214	0	0	544.436	272.218	816.654	0
346.0	0	550.812	275.406	0	0	0	0	275.406	0	275.406	0	550.812	0	0	275.406	550.812	275.406	0	275.406	757.389	0	0	275.406	0	0	0	0	275.406	550.812	0	275.406	0	481.983	756.388	0	0	275.406	0	275.406	275.406	206.577	0	275.406	206.577	0	275.406	275.406	1032.79	205.576	0	0	0	0	275.406	550.812	0	0	0	0	480.982	0	0	275.406	275.406	205.576	0	0	275.406	275.406	481.983	0
358.7	0	0	0	0	280.361	280.361	0	0	0	560.722	0	560.722	280.361	280.361	0	280.361	331.176	0	0	350.428	0	560.722	280.361	0	0	0	0	0	280.361	0	0	280.361	70.0675	0	280.361	0	0	331.176	50.8149	280.361	70.0675	280.361	560.722	350.428	611.537	0	0	70.0675	560.722	560.722	0	560.722	0	0	280.361	0	560.722	0	0	280.361	0	0	280.361	0	280.361	0	280.361	0	280.361	70.0675	0
371.8	0	285.501	285.501	0	285.501	0	0	0	0	571.001	0	156.596	285.501	0	0	285.501	519.255	285.501	571.001	0	0	156.596	0	0	0	0	0	0	571.001	0	0	0	0	285.501	0	0	0	233.754	233.754	0	0	0	285.501	0	233.754	0	285.501	0	285.501	0	0	0	0	0	0	571.001	0	0	285.501	571.001	0	0	0	0	0	0	285.501	0	0	0	285.501
385.4	290.835	581.671	581.671	0	0	0	0	0	0	290.835	0	422.149	0	0	290.835	0	581.671	581.671	0	0	0	131.313	0	0	0	290.835	0	290.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.835	0	248.175	0	581.671	0	290.835	0	0	290.835	290.835	290.835	290.835	0	290.835	0	0	0	0	0	290.835	0	0	0	290.835	0	0	290.835	0
399.5	0	0	0	0	0	0	0	0	0	0	294.489	588.978	0	0	0	294.489	0	0	294.489	588.978	294.489	0	0	0	294.489	294.489	0	0	0	0	0	0	0	0	0	294.489	0	0	0	0	588.978	0	0	0	43.1963	0	0	0	294.489	0	0	0	0	0	0	0	0	0	0	0	294.489	0	0	0	0	0	294.489	0	0	0	0
414.2	300.175	0	300.175	0	0	0	0	0	0	0	0	0	300.175	0	300.175	0	0	300.175	0	0	0	0	300.175	84.5987	300.175	0	0	0	300.175	0	0	0	0	0	0	0	0	300.175	0	0	0	0	0	0	0	0	300.175	0	0	0	0	0	0	300.175	0	0	0	0	0	0	300.175	0	0	0	0	0	0	0	0	0	0
429.4	0	125.089	0	0	0	0	0	0	0	0	0	0	0	0	306.088	306.088	0	306.088	0	0	306.088	0	0	219.823	0	0	0	0	0	0	306.088	306.088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306.088	0	0	0	0	0	125.089	306.088	0	0	306.088	0	0	0	0	0	0
445.1	0	183.399	310.146	0	0	0	0	0	0	0	0	148.67	0	0	0	310.146	0	0	0	0	0	0	0	0	0	0	310.146	0	0	0	0	620.293	0	0	0	0	0	0	0	310.146	0	148.67	0	0	0	0	0	310.146	0	0	0	0	0	148.67	0	0	0	0	0	0	183.399	0	458.816	310.146	0	0	0	0	310.146	0	0
461.4	0	316.47	632.94	0	0	0	0	0	0	0	0	481.239	0	0	0	0	316.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316.47	164.769	0	0	0	473.277	316.47	0	0	0	0	0	0	164.769	316.47	0	0	0	0	0	0	0	164.769	0	0	0	0	0	0	0	0
478.3	0	0	0	0	0	0	0	0	0	0	0	646.12	0	646.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323.06	0	323.06	0	0	0	0	0	0	0	0	323.06	0	162.988	0	323.06	148.18	0	0	0	0	646.12	0	646.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
495.8	0	327.594	0	0	0	0	0	0	0	0	0	327.594	0	0	327.594	0	0	327.594	0	448.971	0	0	327.594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327.594	0	0	0	177.335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327.594	0	0	0	0	0	327.594	0
514.0	334.668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.8333	0	0	0	0	0	334.668	0	0	0	0	0	0	0	0	0	0	0	0	77.8333	0	0	0	0	0	0	0	0	0	0
532.8	0	339.543	0	0	0	0	0	0	0	0	0	0	0	0	339.543	0	0	0	0	0	0	0	339.543	0	0	0	0	0	0	0	0	339.543	0	0	0	0	0	0	0	0	0	260.576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260.576	0	0	0	0	0	0	0	339.543	0	0
552.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280.324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344.564	0	0	0	0	0	344.564	0	0	0	0	0	0	0	0	0	0	0	344.564	0	344.564	344.564	0	0	0	0
572.5	0	0	0	0	0	0	0	352.409	0	0	0	0	0	0	0	0	0	0	0	65.7033	0	0	0	0	0	0	352.409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.721	352.409	0	0	0	0	0	0	0	0	0	0	0	352.409	0	0	0	0	0	0	0	0	0	0	0
593.5	0	0	0	0	0	0	0	0	0	0	0	0	357.828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357.828	0	357.828	166.205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357.828
615.3	0	0	0	0	0	0	0	0	0	363.419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363.419	0	0	0	308.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363.419	0	0	0	0	0	0
637.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372.168	0	372.168	0	0	0	0	0	0	0	0	0	55.9543	165.476	0	372.168	0	0	0	0	0	0	0	0	0	0	0	372.168	0	0	0	372.168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
661.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378.226	0	0	0	0	0	0	0	0	0	378.226	0	210.056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378.226	0	0	0
Scan Up Time(s)	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120
Retrace Time(s)	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
Down Scan First	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Scans Per Sample	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Impactor Type(cm)	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071
Sheath Flow(lpm)	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1
Aerosol Flow(lpm)	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
CPC Inlet Flow(lpm)	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
CPC Sample Flow(lpm)	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Low Voltage	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439	10.6439
High Voltage	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86	9838.86
Lower Size(nm)	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301	14.3301
Upper Size(nm)	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17	673.17
Density(g/cc)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Title																																																																							
