Sample #	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71
Date	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21
Start Time	09:37:06	09:39:24	09:41:39	09:43:54	09:46:09	09:48:24	09:50:39	09:52:54	09:55:09	09:57:24	09:59:39	10:01:54	10:04:09	10:06:24	10:08:39	10:10:54	10:13:09	10:15:24	10:17:39	10:19:54	10:22:09	10:24:24	10:26:39	10:28:54	10:31:09	10:33:24	10:35:39	10:37:54	10:40:09	10:42:24	10:44:39	10:46:54	10:49:09	10:51:24	10:53:39	10:55:54	10:58:09	11:00:24	11:02:39	11:04:54	11:07:09	11:09:24	11:11:39	11:13:54	11:16:09	11:18:24	11:20:39	11:22:54	11:25:09	11:27:24	11:29:39	11:31:54	11:34:09	11:36:25	11:38:40	11:40:55	11:43:10	11:45:25	11:47:40	11:49:55	11:52:10	11:54:25	11:56:40	11:58:55	12:01:10	12:03:25	12:05:40	12:07:55	12:10:10	12:12:25	12:14:40
Diameter Midpoint
 42.9	4801.78	21835.7	23542.2	3456.19	1949.06	10469.5	7150.04	36402	9480.36	23283.5	6890.71	12355.4	17178.2	12095.4	12558.4	10788.2	10967.1	14142.9	11773	11288.9	13882.9	14464.7	15590	5646.65	8801.41	6368.32	6066.9	8678.22	7994.9	7090	6852.35	8499.99	6831.3	9302.13	7493.57	6708.11	6809.63	11348.3	6890.71	5884.29	8295.71	7192.14	6992.23	7794.99	9900.61	9722.38	8576.08	7773.32	10325.2	7090.62	1125.24	1867.97	1808.56	1184.65	2390.36	3073.68	3375.11	2109.99	2330.95	3073.68	4942.28	2288.22	2933.8	2712.84	3596.07	4941.65	4661.9	3935.86	4882.86	5765.47	3434.52
 44.5	3604.29	21513.5	19592.5	2507.44	2801.26	14742	18420.8	28616.2	18505.6	21060.4	8677.68	15614.7	15936	12951.6	9452.04	7954.28	9845.42	7867.1	11882.2	11401.7	9638.77	14684.7	13694.9	7316.86	6699.36	6328.31	6141.58	3761.15	5201.6	5260.12	3310.46	2879.69	6513.84	5632.37	5525.28	8757.31	5662.23	6033.29	6807.66	7023.04	8277.96	9825.5	3311.67	5338.55	5204	6807.66	8249.3	6249.87	10199	10276.2	666.076	881.463	2056.75	2135.18	1547.54	2644.39	1254.92	2350.57	2909.55	1175.28	2292.05	2056.75	2802.46	2243.47	4378.66	2136.38	4056.18	5926.19	3360.24	7396.5	7905.71
 46.1	5772.46	13528.5	16359.4	1300.27	2023.83	14738.5	21173.8	26699.7	27133.7	27547.2	8797.54	9658.48	10779.6	6544.58	8761.13	8289.52	6517.63	8824.48	7959.42	6129.51	4970.75	9339.04	8505.05	2700.31	3318.77	5259.11	4870.98	4036.99	7030.99	4288.94	2742.05	4330.68	3717.56	5007.16	5977.33	3093.77	5400.62	3607.12	6024.41	5589.21	7534.88	6517.63	7277.6	5877.56	7309.88	7314.01	7057.94	5259.11	9176.2	6659.15	865.069	1164.09	2306.85	1441.78	2742.05	1153.43	1075.27	1730.14	2411.95	1011.91	1441.78	1730.14	786.915	2123.6	3570.71	3964.17	3093.77	2700.31	3712.22	3922.43	3775.58
 47.8	1401.72	14847.5	15239.8	1826.4	1964.49	13898.8	16139.4	20476.3	23052.7	21381.2	8116.23	7686.35	7426.92	7371.46	6483.39	5721.86	7189.45	4276.23	4458.24	7366.25	7834.85	8944.78	5998.04	5727.07	2405.92	4739.62	4453.03	2731.22	5539.86	1925.78	2968.69	4314.94	3046.11	4882.91	4320.14	3939.38	3658	3250.07	4072.27	3752.17	5435.28	2488.54	4839	5059.72	5297.19	4982.29	6284.63	6262.67	5644.44	4982.29	281.384	1959.28	1125.54	1787.68	1644.39	1969.69	2251.08	844.153	1506.3	2306.54	1969.69	1406.92	1688.31	3376.61	2245.87	1881.86	2168.45	1406.92	3150.69	2951.93	2813.84
 49.6	1658.19	13514	11458.1	1658.19	1427.76	7531.54	14440.7	20629	18108.8	16103.8	5245.2	9390.68	9328.3	7266.65	4174.96	4692.47	5787.22	7174.02	4646.54	6022.63	3310.65	8469.72	6857.46	1606.52	3898.6	2435.62	2389.68	5378.03	2706.24	3495.14	4129.03	5153.34	2711.98	2435.62	3771.51	2809.59	4974.58	4174.96	5066.44	5337.07	2757.92	5706.07	3028.54	5895.54	3495.14	5101.66	3264.71	4808.85	6385.89	5976.69	276.365	552.731	1427.76	1053.79	731.491	0	552.731	552.731	731.491	1232.55	2210.92	1105.46	2210.92	322.299	1381.83	3996.2	2568.44	2533.22	3673.9	1381.83	1704.13
 51.4	1357.6	8465.14	9943.79	2172.16	755.098	6879.02	6593.17	10532.7	10818.6	13086	2867.8	7755.17	4284.86	3801.29	3741.82	5325.82	2943.72	4949.71	5056.42	5823.73	5825.85	7002.19	5928.32	3198.78	2941.6	1583.99	1343.27	2670.08	4737.65	1900.64	2143.49	1900.64	4013.34	2670.08	3786.95	3170.11	4058.47	2927.26	5068.63	4149.48	2867.8	2672.2	5235.56	3682.36	2443.68	3455.97	2127.04	3984.67	4542.05	3696.7	271.521	543.041	1298.14	483.578	257.185	814.562	1086.08	1086.08	1357.6	1298.14	1343.27	543.041	800.226	769.433	2429.35	1312.47	1614.79	1841.18	1057.41	2172.16	1855.52
 53.3	985.98	8603.86	7898.81	1252.82	280.929	2320.18	3216.18	11123.6	3696.65	7969.25	2162.9	3949.41	3216.18	2772.48	2867.95	4283.54	3800.73	5039.46	6994.22	5721.82	1924.24	5578.63	6879.17	3749.86	2772.48	1786.5	2067.43	2134.73	2415.66	2587.03	2615.2	3202.09	2415.66	2587.03	1081.45	3348.43	1881.97	3668.48	2320.18	2867.95	2615.2	1910.15	1266.91	4297.63	2401.57	2882.04	2853.87	3429.81	4030.79	2148.82	800.523	266.841	1081.45	1081.45	280.929	0	719.139	800.523	800.523	1081.45	280.929	800.523	1266.91	1334.2	1904.66	1786.5	1348.29	2148.82	1362.38	2401.57	2505.64
 55.2	604.641	4174.79	4619.42	2392.83	786.954	2178.55	2360.86	8746.16	2965.5	8350.97	1573.91	3490.14	5615.82	2890.33	2440.87	5615.82	4126.74	5148.88	6772.23	7515.97	3147.82	3442.1	5148.88	1836.23	1733.92	1129.28	2178.55	2468	1311.59	1391.6	604.641	2623.18	1573.91	1761.05	2098.55	1578.74	786.954	2440.87	2810.32	4277.09	2440.87	2360.86	1916.23	1943.37	1418.73	2548.01	3752.46	1391.6	2205.68	1418.73	0	524.636	524.636	0	0	631.775	866.959	107.139	786.954	786.954	786.954	262.318	866.959	524.636	1289.29	1653.91	1001.23	1311.59	786.954	1573.91	1471.6
 57.3	773.833	4407.3	6448.61	1079.02	515.889	1569.91	818.324	7291.93	1289.72	5896.85	1289.72	4945.43	3808.3	2496.34	2130.29	5098.03	5508.56	5098.03	6326.89	8759.24	3375.52	4970.43	3786.06	257.944	515.889	773.833	1311.97	2238.39	796.079	1031.78	1054.02	2085.8	1289.72	668.481	1569.91	1184.37	1289.72	1289.72	2989.98	1592.16	1054.02	1827.86	515.889	1744.75	2238.39	2496.34	1289.72	1289.72	2238.39	1980.45	0	538.134	257.944	773.833	0	668.481	257.944	410.537	257.944	515.889	1054.02	515.889	257.944	0	257.944	44.4908	1079.02	1031.78	796.079	1569.91	773.833
 59.4	253.712	4983.15	3159.83	507.425	253.712	485.544	971.089	3899.09	761.137	4983.15	8280.15	8051.89	6737.26	7727.7	9229.36	4200.14	4892.06	4269.35	4594.58	6135.17	1246.68	3207.17	3137.95	1775.99	1268.56	1522.27	2123.1	739.257	739.257	945.635	1500.39	670.042	0	1014.85	485.544	1383.84	2467.91	1268.56	761.137	1732.23	992.969	1177.47	945.635	3623.5	992.969	1246.68	761.137	253.712	1246.68	1431.18	0	231.832	0	253.712	253.712	253.712	0	507.425	761.137	0	416.33	253.712	507.425	507.425	761.137	463.664	1014.85	761.137	1500.39	485.544	1014.85
 61.5	1248.08	2646.62	2465.11	499.231	249.615	748.846	249.615	4130.04	249.615	3894.7	23462.4	15905.8	15704	19740.9	17721.2	3560.22	1466.64	3991.35	2465.11	4362.88	1580.07	1980.15	3378.7	1080.83	748.846	1248.08	1965.87	1248.08	1497.69	1066.56	82.3732	816.943	82.3732	998.461	499.231	635.425	400.086	2246.54	663.977	748.846	1580.07	1066.56	564.832	1883.5	998.461	1080.83	748.846	1495.2	1080.83	1148.93	249.615	0	249.615	249.615	249.615	249.615	249.615	499.231	249.615	0	317.712	0	249.615	998.461	499.231	998.461	998.461	164.746	998.461	998.461	82.3732
 63.8	0	1638.46	1366.62	0	491.293	465.098	1693.33	3632.31	1447.68	2840.5	34992.5	23306.2	20460.8	30806.6	30561	2924.02	1884.11	2678.37	2621.05	3224.53	4340.58	3005.08	3415.31	1884.11	1886.59	956.391	655.876	491.293	491.293	684.548	1392.82	1228.23	901.523	982.587	491.293	491.293	629.681	1719.53	1285.56	491.293	901.523	245.647	1941.43	491.293	710.744	1147.17	0	2432.73	1120.97	901.523	0	0	245.647	491.293	0	245.647	491.293	0	245.647	245.647	0	0	0	245.647	245.647	0	710.744	329.166	491.293	710.744	410.23
 66.1	241.8	2034.98	2201.99	0	241.8	992.988	1093.56	1985.98	2201.99	1677.74	34134.3	26291.4	23590.5	30354.4	26183.9	2685.59	1934.4	1093.56	725.401	1260.57	5137.73	2644.94	3511.57	3787.5	4731.49	1234.79	967.202	342.374	241.8	1018.77	967.202	483.601	967.202	241.8	1209	1209	751.187	967.202	751.187	241.8	241.8	483.601	25.7856	483.601	368.16	725.401	241.8	751.187	509.387	967.202	241.8	0	241.8	241.8	241.8	483.601	0	725.401	0	483.601	0	241.8	483.601	725.401	0	483.601	126.359	483.601	0	25.7856	483.601
 68.5	239.292	1765.21	1410.95	0	0	1171.66	2054.1	2392.92	2392.92	1475.98	21617.1	19440.8	17250.5	21728.4	20137.5	3828.67	717.876	857.638	478.584	1171.66	5155.53	4083.4	5857.97	2927.17	5205.13	1196.46	957.168	354.256	1675.04	1889.54	239.292	239.292	453.786	239.292	0	957.168	478.584	717.876	0	453.786	239.292	693.078	0	239.292	857.638	239.292	478.584	1196.46	239.292	957.168	0	0	239.292	453.786	0	0	0	0	0	239.292	239.292	239.292	0	239.292	239.292	0	379.054	239.292	932.37	478.584	693.078
 71.0	235.637	755.751	24.4195	235.637	0	731.332	1178.19	1256.72	471.275	1727.99	10622.8	7191.18	8659.16	14756	10333	1492.36	1021.08	1178.19	706.912	731.332	3583.4	3087.71	2066.58	4344.43	2906.18	4634.18	3691.63	2380.79	2592.01	3244.77	1178.19	471.275	260.057	628.34	0	471.275	471.275	706.912	0	338.589	0	495.694	0	471.275	235.637	942.55	471.275	706.912	471.275	471.275	0	0	0	260.057	471.275	0	0	0	78.5325	0	235.637	235.637	0	0	0	0	0	0	24.4195	235.637	260.057
 73.7	0	0	635.671	233.251	0	1102.17	933.006	855.269	933.006	2021.53	6544.77	3942.23	6389.22	4834.2	5689.51	2254.78	2190.69	2332.51	1335.42	1801.93	1271.34	2799.02	2917.79	1724.19	2254.78	4253.22	3850.8	2734.93	4536.86	4317.3	1866.01	1038.09	0	2048.87	699.754	933.006	0	699.754	233.251	388.766	169.168	0	233.251	699.754	402.419	699.754	699.754	466.503	466.503	0	0	0	0	466.503	233.251	0	233.251	0	388.766	0	466.503	0	233.251	0	0	0	169.168	233.251	466.503	402.419	0
 76.4	230.912	1616.38	1019.83	0	461.824	327.092	230.912	1401.84	230.912	494.563	3543.49	3486.53	1679.82	2372.56	2619.84	8245.61	6545.34	8180.13	6874.47	7072.64	1281.44	1385.47	2037.62	1927.11	1616.38	1902.89	4824.93	4450.77	5239.68	4115.82	2556.4	2205.09	478.193	1281.44	1385.47	461.824	0	0	461.824	461.824	525.265	230.912	461.824	0	987.088	692.736	461.824	461.824	692.736	230.912	0	16.3697	230.912	230.912	0	230.912	461.824	461.824	0	461.824	230.912	0	0	0	461.824	709.105	294.353	0	461.824	294.353	0
 79.1	228.617	457.234	1110.67	0	0	882.055	228.617	1126.88	457.234	1507.89	1126.88	2599.09	914.469	1143.09	1812.73	17995.8	18430.3	20888.4	22965.4	14827.6	854.452	1371.7	914.469	669.644	1371.7	1965.12	2041.35	3429.26	2879.59	1600.32	3353.03	3513.56	3641.67	1997.54	2972.02	914.469	1143.09	1456	914.469	1371.7	854.452	0	84.3001	1143.09	541.534	457.234	914.469	685.851	685.851	252.9	0	441.027	0	685.851	0	457.234	457.234	457.234	457.234	228.617	457.234	228.617	228.617	0	0	525.327	0	228.617	457.234	228.617	0
 82.0	0	1045.21	679.098	0	0	226.366	1131.83	1497.94	452.732	964.89	2177.04	595.628	905.464	1131.83	679.098	26235.1	27726.7	29060.9	27474.4	24771.3	2549.45	1358.2	679.098	1131.83	1584.56	1191.26	905.464	1497.94	1191.26	1271.58	2775.82	2599.43	2177.04	3228.55	1950.68	592.479	2629.77	2999.04	2995.89	1131.83	285.792	679.098	369.262	452.732	369.262	679.098	226.366	366.113	452.732	428.688	0	0	226.366	366.113	1131.83	226.366	226.366	0	0	226.366	452.732	226.366	0	139.747	226.366	142.896	0	226.366	139.747	0	452.732
 85.1	224.157	758.246	855.22	448.315	0	224.157	224.157	1206.56	224.157	1486.28	758.246	1262.12	896.629	448.315	672.472	20891.6	21738.6	24287.1	25657.4	28133.9	1527.69	1793.26	672.472	448.315	672.472	1120.79	224.157	534.088	631.062	1430.72	1793.26	2274.74	2061.78	1793.26	2103.19	1654.88	2917	2020.37	1699.24	1344.94	896.629	0	406.905	672.472	0	224.157	224.157	534.088	224.157	406.905	0	224.157	448.315	309.931	406.905	182.748	224.157	406.905	896.629	0	224.157	0	448.315	534.088	0	448.315	406.905	182.748	534.088	0	0
 88.2	0	1998.77	933.413	223.052	0	223.052	669.156	1320.92	1106.56	965.923	1543.97	1420.72	1561.36	1338.31	1784.42	16560.3	21480.3	21227	17188.6	17552.3	2031.28	1784.42	1115.26	669.156	883.512	1535.28	0	892.208	1362.13	0	892.208	2221.82	2709.13	1115.26	223.052	2213.13	2081.18	2759.03	1156.47	1320.92	2007.47	446.104	2048.67	1775.72	1115.26	446.104	223.052	446.104	223.052	487.309	446.104	223.052	0	643.069	701.666	264.258	0	41.2055	223.052	223.052	223.052	660.46	437.408	437.408	1097.87	0	710.361	487.309	0	0	0
 91.4	1104.52	3763.98	1546.33	441.809	883.617	662.713	220.904	3342.52	1334.04	3763.98	3145.09	3325.3	1988.14	2232.52	3976.28	7132.34	8759.31	11859	12846.9	12870.4	2691.55	3127.87	3348.77	2650.85	2229.39	1130.36	662.713	453.545	1354.39	883.617	1116.26	1113.13	671.325	1558.07	1767.23	1342.65	915.702	1767.23	1337.16	2668.08	3092.66	2871.76	1767.23	1787.58	2441.68	1337.16	1325.43	883.617	1767.23	883.617	662.713	220.904	220.904	467.645	450.421	662.713	441.809	441.809	662.713	220.904	662.713	671.325	892.229	1775.85	900.841	220.904	11.7364	0	674.449	883.617	674.449
 94.7	459.471	2037.9	3297.42	439.656	879.312	679.299	219.828	3164.99	1318.97	3737.08	3781.3	2446.06	4196.55	3953.36	3556.88	5783.11	4832.67	7192.38	6594.84	5052.5	6290.34	7958.03	8138.23	9391.29	9100.34	679.299	899.127	427.977	687.434	679.299	927.077	0	1758.62	1087.46	659.484	1538.8	1735.27	879.312	1087.46	879.312	1558.61	1318.97	3137.04	1527.12	2665.89	1087.46	2657.75	1758.62	2418.11	2418.11	699.114	899.127	1778.44	1318.97	1978.45	0	439.656	219.828	219.828	439.656	659.484	1338.78	1118.95	439.656	679.299	659.484	1546.93	879.312	1087.46	879.312	447.792
 98.2	636.564	2393.53	2874.77	218.761	0	855.325	656.283	3839.1	437.522	3953.14	4093.02	3038.66	3933.42	1761.25	4132.46	3452.18	2824.17	4167.62	4593.98	3058.37	14450.3	13342.7	13397.6	18779.2	16213.2	2402.09	2183.33	875.044	1975.73	1542.49	1472.17	1312.57	656.283	1312.57	875.044	437.522	1109.24	671.722	875.044	656.283	1527.05	1312.57	1268.85	1546.77	1507.33	1546.77	3042.93	2203.05	1312.57	2203.05	3023.22	870.765	870.765	875.044	1093.8	875.044	1109.24	656.283	0	0	671.722	636.564	870.765	0	652.004	437.522	855.325	218.761	1093.8	656.283	855.325
101.8	869.286	2566.34	2796.36	217.703	216.177	653.109	1088.51	1954.75	435.406	2377.84	2158.61	1507.03	2814.77	2364	1508.56	2797.88	1304.69	2362.48	1957.8	1726.26	17021.9	11673	15570.2	16200.2	19464.2	5204.93	6728.85	5655.7	6046.54	5624.97	870.812	0	435.406	653.109	1088.51	435.406	855.447	1289.33	216.177	435.406	420.041	1304.69	1290.85	637.744	637.744	1290.85	1086.99	1508.56	1959.33	1290.85	1301.64	1290.85	1290.85	435.406	1088.51	870.812	420.041	1086.99	870.812	653.109	1073.15	435.406	420.041	1303.17	855.447	217.703	217.703	435.406	0	0	217.703
105.5	651.481	2166.54	1519.62	216.654	218.173	0	0	3037.71	433.308	1301.44	1705.06	1084.79	1702.02	1918.67	1887.46	1301.44	2136.85	1734.75	651.481	1454.15	12634.1	10095.2	13907.4	18109.9	15697	10185.5	10185.5	9104.02	8977.66	13156.2	649.962	1268.71	649.962	649.962	649.962	618.749	1083.27	1270.23	868.135	433.308	433.308	434.827	1083.27	618.749	1299.92	1299.92	434.827	1918.67	1206.29	1516.58	1273.27	866.616	1083.27	433.308	1949.89	1299.92	649.962	1518.1	1422.94	1052.06	866.616	866.616	1052.06	219.692	1083.27	433.308	402.095	0	866.616	433.308	402.095
109.4	646.841	2224.27	3370.47	573.099	215.614	573.099	431.228	3370.47	646.841	3012.98	1466.62	1793.04	2760.3	893.518	850.839	1293.68	1897.84	1509.3	1509.3	1565.81	7191.21	8496.51	9804.03	9937.68	9679.39	13143	11412.5	12778.1	15495.3	14351.4	3807.31	3327.79	2366.14	1934.91	3444.21	462.29	862.455	1251	431.228	646.841	431.228	1078.07	573.099	893.518	1293.68	431.228	431.228	246.676	1818.1	1509.3	462.29	1219.94	215.614	215.614	1078.07	1361.81	862.455	646.841	1023.77	1466.62	1724.91	1219.94	1540.36	862.455	1435.55	788.713	1682.23	788.713	141.872	215.614	677.904
113.4	862.303	6786.23	8614.21	1151.61	1594.78	1021.78	1464.95	7276.68	1724.61	6556.22	1668.51	3682.42	3133.46	3490.88	2185.41	2413	2832.13	3534.96	3706.46	5221.1	6718.11	6428.81	7453.78	5634.62	8079.68	13156.5	14198.3	16495.9	10628.1	16108.9	8177.45	8773.69	6470.47	6169.15	5177.02	2413	2111.68	1408.85	1335.12	818.223	1594.78	1594.78	1754.26	646.727	1420.87	1810.35	1509.03	1509.03	948.051	1119.55	0	936.032	431.152	1379.2	2025.93	578.609	862.303	1077.88	1872.06	2013.91	948.051	1151.61	1550.7	1594.78	2400.98	2229.49	936.032	1237.36	2099.66	2025.93	1594.78
117.6	2789.07	9856.84	8089.26	1732.2	2075.95	1432.32	1776.07	13099.3	2145.44	9650.78	4666.33	6382.68	6410.69	4281.11	5669.56	6839.78	4874.79	5111.26	6474.1	4741.9	4827.23	7616.3	6214.4	5224.62	5240.47	10565	11218.4	11512.2	11768.2	9291.18	10218.8	10578.4	10379.8	10250.5	13812.5	4956.44	5025.93	3104.8	4082.41	5439.16	1631.01	1845.56	3079.18	1517.66	3750.83	3379.06	1517.66	1732.2	4205.54	3192.54	429.087	1072.72	1088.57	1861.41	1416.47	1318.96	905.727	1732.2	1930.89	1088.57	2290.49	2145.44	2381.92	772.838	1791.92	1732.2	2161.29	2338.05	4237.24	2290.49	2060.1
121.9	2077.48	14598.4	13136.2	3134.15	2343.7	2423.07	1632.62	15011.4	3646.57	10725.3	2260.29	5207.59	6419.28	5851.1	6331.83	7221.54	8266.54	6693.27	7440.22	6744.99	7106.43	7241.56	4190.82	4043.89	4603.98	8544.43	6284.15	8135.45	8203.01	8178.95	9120.38	10470.9	11527.6	12520.8	10951.7	7467.87	7686.42	9386.74	6049.76	5060.65	2947.3	2788.56	2689.29	4071.54	3134.15	3050.74	3145.96	3360.46	2359.55	3563.16	429.008	2935.49	1485.68	1779.56	1501.53	2621.73	2741.01	2061.63	1648.47	1271.18	2772.71	2574.05	2081.65	2077.48	3118.3	3134.15	2276.13	2657.6	3185.87	3145.96	2224.42
126.3	2525.26	8242.87	11185.3	1568.8	1072.32	2543.51	1568.8	14144.8	4074.82	9933.89	3168.65	4922.85	6318.06	3604.02	5944.88	6637.57	7065.51	4890.81	6091.79	7875.05	6539.96	3996.45	6979.7	3216.96	2426.66	5019.47	3879.59	5974.93	5907.38	5534.2	9640.07	8586.99	8108.76	8138.82	9493.15	10204.1	8549.49	8041.21	8586	8782.21	3684.37	4074.82	1452.94	3616.82	3383.11	1636.35	2414.85	1771.46	4074.82	2690.42	0	710.945	1814.31	992.961	1715.71	1421.89	1550.55	1452.94	1354.34	3150.4	1121.62	907.157	1550.55	1783.26	1139.87	1568.8	2475.96	2904.89	2672.17	2035.22	2329.05
131.0	1554.02	7026.67	6828.62	1072.11	1009.34	379.555	1286.54	9379.38	2144.23	8266.81	1339.6	2706.17	2474.49	2612.65	1982.87	4381.1	3734.06	4239.17	2411.72	5261.99	3902.96	2425.2	3621.99	1286.54	1438.18	2474.49	3054.99	4542.46	2675.43	3470.35	6865.31	4988.56	8254.2	4318.32	6588.11	7937.42	9200.76	9566.83	8075.58	7660.22	3625.76	2876.37	6726.27	4948.99	5502.51	1072.11	3001.92	643.269	643.269	1880.52	214.423	428.846	544.686	1072.11	1223.76	643.269	1022.82	1402.38	1009.34	1719.16	1388.89	960.047	1666.09	857.692	2081.45	1589.83	1603.32	1603.32	1402.38	960.047	1022.82
135.8	920.29	3858.86	4865.51	428.762	920.29	428.762	667.985	4929.52	857.525	4474.67	491.527	1286.29	2358.19	1197.44	2017.04	3239.32	2079.8	1715.05	2849.72	2143.81	3618.39	1929.43	1928.19	1286.29	1613.12	2143.81	1588.28	579.134	2420.96	2912.49	3946.47	2912.49	4438	3038.02	2937.33	7805.33	6996.24	7223.71	4979.21	5534.74	5091.65	4512.52	6492.96	5194.83	4525.6	1929.43	2572.57	2358.19	1979.11	2622.26	667.985	857.525	1096.75	1286.29	920.29	428.762	643.144	428.762	62.7647	516.369	705.908	277.146	214.381	643.144	301.988	2054.96	705.908	920.29	1286.29	491.527	692.827
140.7	430.662	1507.32	2534.07	215.331	313.241	430.662	1051.7	2559.02	1291.99	1482.37	743.903	411.151	861.325	1291.99	1913.03	1888.08	1678.19	1291.99	1076.66	1076.66	1291.99	959.235	1482.37	1057.14	1672.75	645.993	836.373	503.62	528.572	645.993	2128.36	645.993	1795.61	215.331	934.283	3087.59	3756.64	3375.88	3781.59	3160.55	5787.09	5929.46	4360.07	5313.86	4021.88	2897.21	2251.22	2995.12	3258.46	4256.72	3420.35	1605.23	1462.85	959.235	861.325	215.331	645.993	215.331	215.331	190.379	215.331	959.235	215.331	645.993	836.373	645.993	1076.66	215.331	1291.99	215.331	811.421
145.9	156.295	865.157	1886.61	432.578	334.233	432.578	588.874	1670.32	432.578	1454.03	550.522	981.056	648.868	372.585	648.868	216.289	1257.34	865.157	648.868	1826.62	865.157	1199.39	1297.74	1257.34	1237.74	588.874	865.157	983.1	550.522	648.868	1454.03	1081.45	1848.26	1454.03	1199.39	2220.84	1749.91	3420.23	1966.2	1966.2	4323.74	2968.05	4715.92	3636.52	3263.94	3518.58	3794.86	4165.4	5737.37	4422.09	3124.35	2220.84	3912.8	2653.42	2042.9	1237.74	1394.04	865.157	865.157	216.289	648.868	274.239	216.289	0	588.874	432.578	0	648.868	372.585	216.289	648.868
151.2	59.9815	1513.72	924.962	397.315	0	216.245	59.9815	474.884	432.49	1141.21	432.49	768.698	1297.47	907.374	432.49	1513.72	2006.19	847.393	648.735	1166.01	1279.88	1513.72	1928.62	2835.99	1754.77	1106.03	1081.23	0	864.98	1297.47	474.884	216.245	1081.23	492.472	648.735	1789.94	1496.13	1357.45	1297.47	1297.47	3094.63	2619.75	2505.88	2871.17	3226.09	3683.39	3027.43	4902.16	4547.24	3994.79	4374.52	4530.78	3676.17	2438.68	3112.22	3502.32	3129.81	1478.54	1694.79	648.735	198.658	492.472	864.98	648.735	924.962	216.245	216.245	0	708.717	648.735	648.735
156.8	9.10572	651.632	1538.69	252.543	660.738	0	651.632	1320.93	868.843	2190.32	434.421	1529.58	2172.11	895.615	1737.69	434.421	1086.05	1103.72	868.843	696.07	2841.41	3267.27	2859.62	1990.23	1990.23	1564.91	1095.16	660.738	1104.27	434.421	669.298	651.632	1737.69	1086.05	868.843	1095.16	886.509	1303.26	1529.58	1303.26	1790.68	1555.81	1790.68	1303.26	2198.88	2876.74	2398.42	2877.28	2406.98	3067.72	2242.77	2478.19	2633.85	4371.53	2669.18	2406.98	2850.51	1583.12	2424.65	1737.69	678.404	1520.48	226.316	1303.26	868.843	1086.05	226.316	443.527	0	651.632	877.949
162.5	883.568	3510.93	2183.53	436.37	645.408	654.555	0	1805.4	654.555	3056.27	674.53	2847.23	1785.43	1101.75	674.53	1745.48	892.715	2181.85	1110.9	1994.47	1329.08	1538.12	1528.98	714.48	1090.92	2192.68	1736.33	1756.31	1072.63	1765.45	654.555	1110.9	1527.29	654.555	654.555	1081.78	1349.06	1983.64	903.543	694.505	1369.03	872.74	1090.92	2658.17	883.568	912.69	1558.1	874.422	1983.64	2390.89	1785.43	2401.72	3245.33	2412.54	3265.31	2181.85	1319.94	4158.02	1329.08	2201.82	2609.07	2023.59	2172.7	932.665	1090.92	674.53	1299.96	1121.73	476.32	436.37	1319.94
168.5	1075.77	5547	5108.66	1767.99	0	1767.99	1125.13	4396.38	1329.65	3968.89	1967.09	4655.68	4387.16	3720.43	3106.86	3565.26	3764.37	3097.64	3077.57	4124.06	3340.67	2420.07	2668.53	2365.3	1548.82	3062.93	1548.82	1747.92	2878.47	885.895	2220.97	2916.98	1534.17	1329.65	2410.85	3068.35	1070.35	1952.45	2180.84	2400	2394.58	2235.61	2644.66	2414.65	1514.11	2809.05	3276.68	1967.09	3486.62	2001.8	2370.72	2390.78	2863.83	2823.7	2609.95	2425.49	2434.71	3700.37	3282.1	3545.2	3287.52	4571.62	2191.68	2803.63	2001.8	2858.41	2001.8	1976.31	2809.05	2630.01	1309.59
