Start Time	14:16:57	14:19:16	14:21:31	14:23:46	14:26:01	14:28:16	14:30:31	14:32:46	14:35:01	14:37:16	14:39:31	14:41:46	14:44:01	14:46:16	14:48:31	14:50:46	14:53:01	14:55:16	14:57:31	14:59:46	15:02:01	15:04:16	15:06:31	15:08:46	15:11:01	15:13:16	15:15:31	15:17:46	15:20:01	15:22:16	15:24:31	15:26:46	15:29:01	15:31:16	15:33:31	15:35:46	15:38:01	15:40:16	15:42:31	15:44:46	15:47:01	15:49:16	15:51:31	15:53:46	15:56:01	15:58:16	16:00:31	16:02:46	16:05:01	16:07:16	16:09:31	16:11:46	16:14:01	16:16:16
Diameter Midpoint
 21.7	1.80402e+006	1.78119e+006	2.15337e+006	2.14608e+006	2.31378e+006	1.96916e+006	2.23824e+006	2.10823e+006	2.8898e+006	3.10024e+006	2.95517e+006	3.04473e+006	3.04457e+006	2.87437e+006	2.84384e+006	2.9432e+006	3.30569e+006	3.31593e+006	3.1594e+006	3.01035e+006	3.23643e+006	2.83291e+006	3.11758e+006	3.17521e+006	3.1841e+006	3.12836e+006	3.11624e+006	3.19502e+006	3.23201e+006	2.94811e+006	3.00655e+006	3.11811e+006	2.92836e+006	3.26162e+006	3.30114e+006	2.90094e+006	3.21315e+006	3.04004e+006	2.91161e+006	3.16005e+006	2.97904e+006	3.12065e+006	2.93923e+006	3.05272e+006	3.11052e+006	3.32638e+006	2.86849e+006	2.75413e+006	3.20052e+006	2.57257e+006	2.994e+006	3.291e+006	2.64003e+006	3.09673e+006
 22.5	1.87402e+006	2.19793e+006	2.25399e+006	2.00871e+006	2.29382e+006	2.02556e+006	2.29171e+006	2.04606e+006	3.15435e+006	3.01557e+006	3.27125e+006	3.15409e+006	2.99991e+006	2.92319e+006	2.93797e+006	3.03091e+006	3.22574e+006	3.49317e+006	3.11911e+006	3.02278e+006	3.46066e+006	3.22512e+006	3.34461e+006	3.12283e+006	3.28789e+006	3.37982e+006	3.38361e+006	3.24912e+006	3.34501e+006	3.09948e+006	3.26683e+006	3.60292e+006	3.0764e+006	3.29207e+006	2.96392e+006	3.19299e+006	3.11775e+006	3.30471e+006	3.25422e+006	3.25517e+006	2.95258e+006	3.04833e+006	3.13086e+006	3.25132e+006	2.88193e+006	3.18162e+006	2.96439e+006	2.79675e+006	3.17287e+006	2.69605e+006	3.20323e+006	3.37734e+006	2.62098e+006	3.26065e+006
 23.3	1.89541e+006	2.10815e+006	2.26648e+006	2.09703e+006	2.41897e+006	2.06988e+006	2.258e+006	2.14161e+006	3.18552e+006	3.01251e+006	3.11856e+006	3.34772e+006	3.09262e+006	2.93294e+006	3.30209e+006	3.16232e+006	3.4531e+006	3.49816e+006	3.39695e+006	3.40279e+006	3.64923e+006	3.2285e+006	3.35607e+006	3.2365e+006	3.25037e+006	3.3723e+006	3.42558e+006	3.38592e+006	3.40331e+006	3.11127e+006	3.26837e+006	3.37331e+006	3.23809e+006	3.47367e+006	3.09948e+006	3.06784e+006	3.33586e+006	3.33068e+006	3.33289e+006	3.42573e+006	3.14618e+006	3.1333e+006	3.16866e+006	3.21159e+006	2.94217e+006	3.38541e+006	3.02763e+006	2.88951e+006	3.41126e+006	2.81644e+006	3.23049e+006	3.32317e+006	2.94294e+006	3.25007e+006
 24.1	2.10639e+006	2.22377e+006	2.25967e+006	2.01279e+006	2.46913e+006	2.20129e+006	2.34964e+006	2.25005e+006	3.11492e+006	3.26156e+006	3.24889e+006	3.31274e+006	3.30765e+006	3.08207e+006	3.3158e+006	3.03567e+006	3.65492e+006	3.57808e+006	3.55252e+006	3.29067e+006	3.64152e+006	3.3121e+006	3.3035e+006	3.46165e+006	3.36148e+006	3.20977e+006	3.33503e+006	3.48856e+006	3.3864e+006	3.10626e+006	3.34364e+006	3.62465e+006	3.27494e+006	3.43301e+006	3.31138e+006	3.11268e+006	3.32004e+006	3.3706e+006	3.45721e+006	3.43061e+006	3.32224e+006	3.16338e+006	3.39228e+006	3.27631e+006	3.09284e+006	3.49101e+006	3.12706e+006	2.93469e+006	3.41424e+006	2.85812e+006	3.25828e+006	3.46455e+006	2.92256e+006	3.39777e+006
 25.0	2.17907e+006	2.12368e+006	2.09144e+006	2.15324e+006	2.50044e+006	2.12275e+006	2.46571e+006	2.22138e+006	3.38235e+006	3.38714e+006	3.40714e+006	3.70174e+006	3.32498e+006	3.11845e+006	3.31651e+006	3.24054e+006	3.67844e+006	3.71393e+006	3.60455e+006	3.33281e+006	3.94109e+006	3.38405e+006	3.42145e+006	3.5611e+006	3.34632e+006	3.6491e+006	3.4229e+006	3.5988e+006	3.65035e+006	3.55666e+006	3.3881e+006	3.82385e+006	3.47514e+006	3.61238e+006	3.46602e+006	3.25312e+006	3.52148e+006	3.60526e+006	3.39336e+006	3.64909e+006	3.32414e+006	3.36744e+006	3.49281e+006	3.27785e+006	3.09927e+006	3.53718e+006	3.13352e+006	3.13246e+006	3.54812e+006	2.92189e+006	3.44966e+006	3.36908e+006	3.06755e+006	3.54749e+006
 25.9	2.17428e+006	2.2183e+006	2.43914e+006	2.23477e+006	2.62179e+006	2.27548e+006	2.61797e+006	2.29964e+006	3.38347e+006	3.4189e+006	3.32046e+006	3.50049e+006	3.47844e+006	3.21499e+006	3.51138e+006	3.3774e+006	3.73676e+006	3.97344e+006	3.65328e+006	3.48792e+006	3.92671e+006	3.69632e+006	3.52575e+006	3.82388e+006	3.60077e+006	3.7053e+006	3.63745e+006	3.72954e+006	3.66039e+006	3.67725e+006	3.47827e+006	3.74285e+006	3.62746e+006	3.76547e+006	3.62877e+006	3.29148e+006	3.50747e+006	3.73135e+006	3.42454e+006	3.80584e+006	3.29193e+006	3.35669e+006	3.44735e+006	3.56795e+006	3.46756e+006	3.83188e+006	3.21216e+006	3.15969e+006	3.66985e+006	3.00412e+006	3.51731e+006	3.46232e+006	3.05509e+006	3.55697e+006
 26.9	2.23692e+006	2.3549e+006	2.43555e+006	2.22814e+006	2.66499e+006	2.25635e+006	2.50409e+006	2.1891e+006	3.56003e+006	3.55677e+006	3.58923e+006	3.54657e+006	3.63005e+006	3.33034e+006	3.65445e+006	3.36528e+006	3.86043e+006	3.98486e+006	3.76739e+006	3.82964e+006	3.96909e+006	3.5961e+006	3.77403e+006	3.9249e+006	3.58756e+006	3.71795e+006	3.90311e+006	3.91973e+006	3.95011e+006	3.63124e+006	3.80776e+006	3.95984e+006	3.59856e+006	3.86801e+006	3.85682e+006	3.52542e+006	3.796e+006	3.88247e+006	3.74493e+006	3.83596e+006	3.51053e+006	3.72147e+006	3.6625e+006	3.77947e+006	3.41398e+006	3.82e+006	3.45267e+006	3.12375e+006	3.71756e+006	3.23393e+006	3.75204e+006	3.60721e+006	3.09862e+006	3.86739e+006
 27.9	2.28338e+006	2.42344e+006	2.37202e+006	2.16531e+006	2.65497e+006	2.2717e+006	2.65938e+006	2.38627e+006	3.48918e+006	3.50518e+006	3.598e+006	3.81936e+006	3.60379e+006	3.19495e+006	3.75771e+006	3.42156e+006	3.93548e+006	4.0413e+006	4.01874e+006	3.94634e+006	4.16999e+006	3.61475e+006	3.64022e+006	3.78696e+006	3.66298e+006	3.94593e+006	3.84754e+006	3.92096e+006	3.92912e+006	3.53129e+006	3.75383e+006	4.04472e+006	3.65625e+006	3.99948e+006	3.78563e+006	3.53435e+006	3.72756e+006	3.75236e+006	3.60535e+006	3.80248e+006	3.54372e+006	3.69458e+006	3.69885e+006	3.60447e+006	3.56097e+006	3.81888e+006	3.60065e+006	3.39194e+006	3.88544e+006	3.27724e+006	3.77745e+006	3.62385e+006	3.19125e+006	3.91009e+006
 28.9	2.41714e+006	2.57619e+006	2.4473e+006	2.35788e+006	2.62781e+006	2.32105e+006	2.6168e+006	2.38378e+006	3.68976e+006	3.71853e+006	3.64635e+006	3.72532e+006	3.71801e+006	3.39935e+006	3.59592e+006	3.46397e+006	4.01857e+006	4.33735e+006	3.94219e+006	3.92922e+006	4.21715e+006	3.70708e+006	3.74169e+006	4.06221e+006	3.86605e+006	3.92087e+006	4.1623e+006	3.91735e+006	4.25047e+006	3.95268e+006	3.73107e+006	3.96538e+006	3.63032e+006	3.91962e+006	3.90052e+006	3.50089e+006	3.81462e+006	3.7445e+006	3.68538e+006	3.82339e+006	3.54641e+006	3.77565e+006	3.728e+006	3.74919e+006	3.55603e+006	3.79341e+006	3.52745e+006	3.32827e+006	3.82749e+006	3.34308e+006	3.69124e+006	3.77548e+006	3.38664e+006	3.96073e+006
 30.0	2.2844e+006	2.58547e+006	2.2568e+006	2.40721e+006	2.78149e+006	2.21455e+006	2.65361e+006	2.4407e+006	3.73558e+006	3.89704e+006	3.74939e+006	3.79241e+006	3.88754e+006	3.50272e+006	3.62125e+006	3.57145e+006	4.13439e+006	4.17953e+006	4.19458e+006	3.90317e+006	4.31267e+006	3.98069e+006	3.84722e+006	4.06431e+006	3.78161e+006	3.96971e+006	4.17811e+006	4.07601e+006	4.00677e+006	3.6353e+006	3.82143e+006	4.1669e+006	3.92172e+006	3.97392e+006	3.90612e+006	3.60267e+006	4.00458e+006	3.84159e+006	3.60699e+006	3.98658e+006	3.71853e+006	3.69599e+006	3.60256e+006	3.65532e+006	3.52312e+006	3.92801e+006	3.63489e+006	3.50549e+006	3.90978e+006	3.49044e+006	3.91493e+006	3.84408e+006	3.30394e+006	4.01604e+006
 31.1	2.37794e+006	2.51826e+006	2.48964e+006	2.41436e+006	2.85016e+006	2.44369e+006	2.62597e+006	2.42444e+006	3.86311e+006	3.66336e+006	3.83714e+006	3.86997e+006	3.88529e+006	3.45697e+006	3.81128e+006	3.57094e+006	4.21428e+006	4.3017e+006	4.0759e+006	4.18038e+006	4.20741e+006	4.0685e+006	3.92725e+006	4.16776e+006	3.77482e+006	4.08397e+006	4.18271e+006	4.25184e+006	4.18054e+006	3.85521e+006	3.85449e+006	4.36509e+006	3.67999e+006	4.21462e+006	4.05928e+006	3.5681e+006	4.16062e+006	4.07132e+006	3.6893e+006	3.97238e+006	3.88591e+006	3.89634e+006	3.8689e+006	3.77828e+006	3.80925e+006	4.08401e+006	3.68041e+006	3.4239e+006	4.03146e+006	3.60767e+006	4.12208e+006	3.86654e+006	3.42196e+006	4.08724e+006
 32.2	2.45812e+006	2.54156e+006	2.64392e+006	2.5526e+006	2.73064e+006	2.24288e+006	2.75689e+006	2.54498e+006	3.73913e+006	3.77078e+006	3.84956e+006	4.09131e+006	3.84288e+006	3.43968e+006	3.83743e+006	3.66703e+006	4.26158e+006	4.50785e+006	4.27026e+006	4.01355e+006	4.37885e+006	4.1899e+006	4.04029e+006	4.07719e+006	4.0084e+006	4.22309e+006	4.10718e+006	4.28582e+006	4.20815e+006	3.89295e+006	3.93071e+006	4.208e+006	3.78905e+006	4.22074e+006	3.98782e+006	3.65166e+006	4.1832e+006	3.89784e+006	3.83719e+006	3.9936e+006	3.78763e+006	4.00699e+006	3.94632e+006	3.7362e+006	3.725e+006	4.00822e+006	3.77728e+006	3.62074e+006	4.03195e+006	3.74828e+006	3.92861e+006	4.08383e+006	3.56947e+006	4.13663e+006
 33.4	2.38201e+006	2.52949e+006	2.57374e+006	2.71845e+006	2.79493e+006	2.51013e+006	2.56848e+006	2.45341e+006	3.82951e+006	4.02742e+006	3.88981e+006	3.9501e+006	4.05735e+006	3.70014e+006	3.75385e+006	3.70656e+006	4.18727e+006	4.48847e+006	4.28609e+006	4.12665e+006	4.47284e+006	4.22072e+006	4.06822e+006	4.35252e+006	3.94769e+006	4.2005e+006	4.1602e+006	4.33668e+006	4.0734e+006	3.7993e+006	3.97478e+006	4.34063e+006	3.84835e+006	4.17164e+006	4.10554e+006	3.80141e+006	4.05161e+006	3.80812e+006	3.94692e+006	4.03583e+006	3.89979e+006	3.89547e+006	4.18619e+006	3.75488e+006	3.77698e+006	4.10492e+006	3.75763e+006	3.78943e+006	4.21149e+006	3.6951e+006	4.18965e+006	4.07154e+006	3.54528e+006	4.26422e+006
 34.6	2.45409e+006	2.5302e+006	2.55599e+006	2.78709e+006	2.73323e+006	2.43467e+006	2.54517e+006	2.47804e+006	3.88048e+006	3.92843e+006	3.90497e+006	4.03888e+006	4.12614e+006	3.6488e+006	3.99411e+006	3.83007e+006	4.30352e+006	4.66976e+006	4.40044e+006	4.1607e+006	4.56687e+006	4.10214e+006	4.23408e+006	4.3777e+006	4.03622e+006	4.05318e+006	4.40664e+006	4.28199e+006	4.27888e+006	3.82507e+006	3.97865e+006	4.45718e+006	3.88515e+006	4.33659e+006	4.05809e+006	3.92257e+006	4.397e+006	4.21408e+006	3.83948e+006	4.08326e+006	3.81793e+006	4.01814e+006	4.22856e+006	3.97564e+006	3.85607e+006	4.32855e+006	3.83135e+006	3.83073e+006	4.21246e+006	3.6906e+006	4.33173e+006	3.9407e+006	3.49491e+006	4.36596e+006
 35.9	2.60332e+006	2.56781e+006	2.4826e+006	2.58896e+006	2.81466e+006	2.40878e+006	2.52264e+006	2.48166e+006	3.92368e+006	4.05617e+006	3.78501e+006	4.15884e+006	4.06995e+006	3.75589e+006	4.01015e+006	3.84389e+006	4.2801e+006	4.46666e+006	4.40817e+006	4.286e+006	4.51419e+006	4.22157e+006	4.16174e+006	4.3256e+006	4.07905e+006	4.1802e+006	4.09244e+006	4.35724e+006	4.41679e+006	3.97399e+006	4.09493e+006	4.36468e+006	4.12297e+006	4.2411e+006	4.2464e+006	3.8326e+006	4.20661e+006	4.05308e+006	3.94994e+006	4.12461e+006	3.91896e+006	4.09593e+006	4.10116e+006	3.73279e+006	3.78469e+006	4.28574e+006	3.87542e+006	3.66294e+006	4.22979e+006	3.70774e+006	4.31699e+006	4.12555e+006	3.67574e+006	4.31017e+006
 37.2	2.4276e+006	2.61462e+006	2.49969e+006	2.76019e+006	2.8824e+006	2.42865e+006	2.52127e+006	2.49269e+006	3.96821e+006	4.11275e+006	4.11771e+006	4.09518e+006	3.94278e+006	3.96455e+006	3.92024e+006	3.8912e+006	4.17571e+006	4.56384e+006	4.48739e+006	4.25347e+006	4.52175e+006	4.16491e+006	4.2402e+006	4.35833e+006	4.04689e+006	4.22642e+006	4.18848e+006	4.42148e+006	4.34494e+006	4.09477e+006	4.07844e+006	4.53189e+006	4.04978e+006	4.36841e+006	4.26568e+006	3.8844e+006	4.07742e+006	4.06626e+006	3.87481e+006	4.12365e+006	3.97002e+006	4.13682e+006	4.18875e+006	3.82156e+006	3.79891e+006	4.19333e+006	3.83811e+006	3.81144e+006	4.43969e+006	3.77052e+006	4.30568e+006	4.26518e+006	3.66321e+006	4.50002e+006
 38.5	2.47707e+006	2.72059e+006	2.44631e+006	2.80193e+006	2.8768e+006	2.39424e+006	2.6237e+006	2.49633e+006	3.84291e+006	3.91015e+006	4.02555e+006	4.14733e+006	4.16902e+006	3.71357e+006	3.90492e+006	3.8731e+006	4.19625e+006	4.47982e+006	4.37231e+006	4.40217e+006	4.51989e+006	4.30932e+006	4.18008e+006	4.52321e+006	3.94077e+006	4.37818e+006	4.13115e+006	4.45859e+006	4.16481e+006	3.75697e+006	4.29393e+006	4.38834e+006	3.99883e+006	4.22646e+006	4.13646e+006	3.91669e+006	4.20412e+006	4.11107e+006	3.78472e+006	4.17023e+006	3.88765e+006	4.14665e+006	4.30894e+006	3.85752e+006	3.85473e+006	4.22447e+006	3.92984e+006	3.97808e+006	4.20864e+006	3.83714e+006	4.21672e+006	4.15617e+006	3.68631e+006	4.45116e+006
 40.0	2.45803e+006	2.64631e+006	2.48086e+006	2.74343e+006	2.80353e+006	2.52409e+006	2.53388e+006	2.3595e+006	4.03576e+006	4.07266e+006	4.06264e+006	4.20249e+006	4.16783e+006	3.81493e+006	3.94889e+006	3.80956e+006	4.17516e+006	4.5379e+006	4.61408e+006	4.2448e+006	4.45002e+006	4.13179e+006	4.17115e+006	4.53043e+006	4.09569e+006	4.36961e+006	4.23841e+006	4.41989e+006	4.26522e+006	3.97001e+006	4.21291e+006	4.506e+006	4.00029e+006	4.43669e+006	4.36297e+006	3.96469e+006	4.22347e+006	4.04645e+006	3.90599e+006	4.07837e+006	3.86739e+006	4.16738e+006	4.45389e+006	3.67749e+006	3.92526e+006	4.47069e+006	3.86121e+006	4.04183e+006	4.24322e+006	3.68145e+006	4.31383e+006	4.19075e+006	3.74682e+006	4.32818e+006
 41.4	2.41963e+006	2.69866e+006	2.4249e+006	2.72643e+006	2.67931e+006	2.4621e+006	2.48445e+006	2.42587e+006	3.88349e+006	4.01325e+006	3.96432e+006	4.14599e+006	4.10516e+006	3.81312e+006	4.01449e+006	3.86377e+006	4.25612e+006	4.41582e+006	4.4762e+006	4.30637e+006	4.47752e+006	4.13849e+006	4.15749e+006	4.5431e+006	4.08306e+006	4.29637e+006	4.34034e+006	4.52081e+006	4.20425e+006	3.83842e+006	4.23285e+006	4.48945e+006	4.06276e+006	4.38098e+006	4.10051e+006	3.87502e+006	4.24195e+006	4.18276e+006	3.69e+006	4.07654e+006	3.91468e+006	4.10982e+006	4.17194e+006	3.82028e+006	3.85344e+006	4.40465e+006	3.82588e+006	3.9994e+006	4.29212e+006	3.73719e+006	4.27798e+006	4.16176e+006	3.777e+006	4.42793e+006
 42.9	2.45841e+006	2.6328e+006	2.42538e+006	2.75482e+006	2.63428e+006	2.38106e+006	2.50923e+006	2.41293e+006	3.78515e+006	3.92336e+006	3.90871e+006	4.17499e+006	4.15829e+006	3.73498e+006	3.85866e+006	3.88488e+006	4.18015e+006	4.38795e+006	4.33059e+006	4.37052e+006	4.4241e+006	4.07365e+006	4.12075e+006	4.32374e+006	4.0848e+006	4.27091e+006	4.25659e+006	4.54293e+006	4.19779e+006	3.7427e+006	4.03752e+006	4.46587e+006	3.97194e+006	4.20844e+006	4.11735e+006	3.85766e+006	4.30879e+006	4.01439e+006	3.79251e+006	4.11085e+006	3.81541e+006	3.95791e+006	4.18627e+006	3.77371e+006	3.92359e+006	4.25021e+006	3.70637e+006	3.97191e+006	4.19612e+006	3.73933e+006	4.05832e+006	4.10977e+006	3.64875e+006	4.32697e+006
 44.5	2.38618e+006	2.56992e+006	2.36168e+006	2.65078e+006	2.72206e+006	2.35814e+006	2.52788e+006	2.2926e+006	3.69941e+006	3.90656e+006	3.89893e+006	4.09253e+006	3.93049e+006	3.70184e+006	3.86734e+006	3.80576e+006	4.21264e+006	4.3764e+006	4.41377e+006	4.18706e+006	4.39615e+006	4.05694e+006	4.11611e+006	4.25136e+006	4.01646e+006	4.08879e+006	4.12233e+006	4.50088e+006	4.29124e+006	3.82495e+006	3.95613e+006	4.13508e+006	3.96817e+006	4.0246e+006	4.07602e+006	3.84129e+006	4.03511e+006	4.06431e+006	3.69186e+006	4.07498e+006	3.86061e+006	4.025e+006	4.08897e+006	3.69894e+006	3.86594e+006	4.14296e+006	3.89663e+006	3.946e+006	4.25125e+006	3.70235e+006	4.15843e+006	4.24511e+006	3.68024e+006	4.40007e+006
 46.1	2.35086e+006	2.62267e+006	2.37973e+006	2.51104e+006	2.6117e+006	2.39932e+006	2.44062e+006	2.2203e+006	3.68078e+006	3.86518e+006	3.81564e+006	4.0735e+006	3.954e+006	3.46744e+006	3.89337e+006	3.87351e+006	4.19346e+006	4.30629e+006	4.24514e+006	4.16457e+006	4.3916e+006	4.03062e+006	3.98785e+006	4.26459e+006	3.97504e+006	4.32848e+006	4.10853e+006	4.24431e+006	4.17432e+006	3.8124e+006	4.10679e+006	4.12305e+006	3.80834e+006	4.04077e+006	4.10975e+006	3.9403e+006	4.11427e+006	3.83235e+006	3.76059e+006	3.98816e+006	3.75908e+006	3.98015e+006	4.10141e+006	3.67226e+006	3.96728e+006	4.23006e+006	3.68548e+006	3.94261e+006	4.2093e+006	3.685e+006	4.27459e+006	4.02245e+006	3.56252e+006	4.23556e+006
 47.8	2.292e+006	2.5116e+006	2.41111e+006	2.51424e+006	2.49274e+006	2.31337e+006	2.47291e+006	2.17054e+006	3.5692e+006	3.75721e+006	3.64753e+006	3.96303e+006	3.68952e+006	3.55868e+006	3.83211e+006	3.77273e+006	3.98648e+006	4.11192e+006	4.24603e+006	4.1345e+006	4.22333e+006	4.017e+006	4.10566e+006	4.1747e+006	4.02371e+006	4.29514e+006	4.11111e+006	4.26051e+006	4.03673e+006	3.78007e+006	3.86457e+006	4.08614e+006	3.79826e+006	4.25371e+006	4.15086e+006	3.667e+006	4.05668e+006	3.78147e+006	3.70073e+006	4.00124e+006	3.75794e+006	3.82276e+006	3.99324e+006	3.59621e+006	3.75079e+006	4.15472e+006	3.66873e+006	3.85938e+006	4.12552e+006	3.68685e+006	4.029e+006	4.03051e+006	3.4873e+006	4.18559e+006
 49.6	2.39906e+006	2.6118e+006	2.17838e+006	2.33513e+006	2.50037e+006	2.28106e+006	2.27874e+006	2.09664e+006	3.524e+006	3.67192e+006	3.76747e+006	3.96027e+006	3.83437e+006	3.42794e+006	3.65501e+006	3.64909e+006	3.94859e+006	3.93869e+006	4.19792e+006	4.17882e+006	4.1403e+006	3.87257e+006	4.01128e+006	4.16879e+006	3.88449e+006	4.06005e+006	3.97336e+006	4.28648e+006	4.10717e+006	3.63954e+006	3.79807e+006	3.95341e+006	3.71425e+006	3.92564e+006	4.03643e+006	3.66743e+006	4.03455e+006	3.73685e+006	3.6516e+006	3.97761e+006	3.74322e+006	3.76538e+006	3.93771e+006	3.56362e+006	3.67443e+006	4.11552e+006	3.53461e+006	3.71844e+006	4.06918e+006	3.53522e+006	3.87561e+006	4.01936e+006	3.52251e+006	4.19426e+006
 51.4	2.27984e+006	2.48915e+006	2.14605e+006	2.28315e+006	2.28009e+006	2.18614e+006	2.34104e+006	2.06486e+006	3.33465e+006	3.58575e+006	3.50602e+006	3.90296e+006	3.71991e+006	3.36611e+006	3.63365e+006	3.54564e+006	3.85366e+006	3.87722e+006	4.11751e+006	4.09868e+006	4.04436e+006	3.91265e+006	3.91391e+006	4.02738e+006	3.94129e+006	4.06286e+006	3.84004e+006	4.13475e+006	4.02741e+006	3.60902e+006	3.63707e+006	3.94027e+006	3.70707e+006	3.91419e+006	4.01303e+006	3.67754e+006	3.90985e+006	3.60557e+006	3.59722e+006	3.86606e+006	3.59841e+006	3.69919e+006	3.78628e+006	3.44963e+006	3.74685e+006	4.10864e+006	3.47894e+006	3.68605e+006	3.93609e+006	3.43225e+006	3.81862e+006	3.83731e+006	3.50172e+006	4.14061e+006
 53.3	2.23274e+006	2.47229e+006	2.10172e+006	2.35124e+006	2.26534e+006	2.19557e+006	2.15698e+006	2.07437e+006	3.18537e+006	3.46225e+006	3.4515e+006	3.7071e+006	3.63097e+006	3.32699e+006	3.5714e+006	3.56735e+006	3.83216e+006	3.81522e+006	4.13288e+006	3.96689e+006	4.02521e+006	3.80233e+006	3.76579e+006	3.9126e+006	3.84578e+006	3.89787e+006	3.7256e+006	3.99863e+006	3.90526e+006	3.40816e+006	3.62871e+006	3.81574e+006	3.59185e+006	3.8583e+006	3.93544e+006	3.54733e+006	3.87816e+006	3.43561e+006	3.49619e+006	3.69667e+006	3.48688e+006	3.59509e+006	3.74357e+006	3.39379e+006	3.62694e+006	3.95313e+006	3.42583e+006	3.48719e+006	3.74705e+006	3.48631e+006	3.7369e+006	3.66741e+006	3.5428e+006	4.15431e+006
 55.2	2.19711e+006	2.32268e+006	1.91978e+006	2.19761e+006	2.1102e+006	2.06821e+006	2.16739e+006	1.95796e+006	3.15894e+006	3.28675e+006	3.4377e+006	3.60487e+006	3.50318e+006	3.05899e+006	3.54417e+006	3.41955e+006	3.67966e+006	3.72582e+006	3.86956e+006	3.8622e+006	3.75872e+006	3.67746e+006	3.63541e+006	3.74823e+006	3.65324e+006	3.78797e+006	3.48287e+006	3.93631e+006	3.68355e+006	3.3955e+006	3.47927e+006	3.68543e+006	3.48864e+006	3.66812e+006	3.89517e+006	3.43618e+006	3.75589e+006	3.38899e+006	3.44175e+006	3.59373e+006	3.38529e+006	3.47495e+006	3.61155e+006	3.26062e+006	3.47417e+006	3.92405e+006	3.1945e+006	3.64238e+006	3.74266e+006	3.39875e+006	3.66636e+006	3.56448e+006	3.30756e+006	3.79508e+006
 57.3	2.10887e+006	2.24387e+006	1.89344e+006	2.22816e+006	2.08446e+006	2.00582e+006	2.07056e+006	2.0066e+006	3.02378e+006	3.24261e+006	3.37421e+006	3.55075e+006	3.29897e+006	3.10218e+006	3.36673e+006	3.28822e+006	3.47863e+006	3.57806e+006	3.71087e+006	3.77764e+006	3.62239e+006	3.58819e+006	3.54881e+006	3.62456e+006	3.43491e+006	3.74256e+006	3.42287e+006	3.81439e+006	3.60531e+006	3.35188e+006	3.43531e+006	3.61608e+006	3.32426e+006	3.61641e+006	3.53399e+006	3.37304e+006	3.60043e+006	3.39403e+006	3.32763e+006	3.5021e+006	3.34017e+006	3.4676e+006	3.44727e+006	3.18052e+006	3.45019e+006	3.65736e+006	3.31309e+006	3.30034e+006	3.64027e+006	3.41147e+006	3.48339e+006	3.44157e+006	3.17212e+006	3.97966e+006
 59.4	1.98892e+006	2.11279e+006	1.78082e+006	2.0396e+006	1.95812e+006	1.9518e+006	1.94128e+006	1.8677e+006	2.8322e+006	3.08102e+006	3.15896e+006	3.34894e+006	3.12393e+006	2.93912e+006	3.2458e+006	3.15877e+006	3.42172e+006	3.38316e+006	3.69368e+006	3.55724e+006	3.50622e+006	3.27855e+006	3.39484e+006	3.52044e+006	3.37335e+006	3.3738e+006	3.34014e+006	3.49847e+006	3.49709e+006	3.2539e+006	3.23921e+006	3.45166e+006	3.10461e+006	3.43711e+006	3.60616e+006	3.13152e+006	3.51506e+006	3.10788e+006	3.21151e+006	3.46164e+006	3.23452e+006	3.26522e+006	3.45032e+006	3.08621e+006	3.3857e+006	3.57879e+006	3.13386e+006	3.21759e+006	3.52754e+006	3.16047e+006	3.54623e+006	3.28443e+006	3.10447e+006	3.66827e+006
 61.5	1.90971e+006	1.97534e+006	1.69254e+006	1.96042e+006	1.79577e+006	1.83195e+006	1.77826e+006	1.778e+006	2.68638e+006	2.89732e+006	3.05759e+006	3.18894e+006	3.03468e+006	2.79747e+006	3.05401e+006	3.03491e+006	3.30535e+006	3.31308e+006	3.39792e+006	3.4541e+006	3.15606e+006	3.19787e+006	3.15184e+006	3.36181e+006	3.13569e+006	3.18919e+006	3.11971e+006	3.37384e+006	3.33844e+006	3.13816e+006	3.22306e+006	3.30766e+006	3.07255e+006	3.3765e+006	3.55304e+006	3.04148e+006	3.39544e+006	2.93966e+006	2.91345e+006	3.14901e+006	3.1229e+006	3.07585e+006	3.35138e+006	2.92088e+006	3.16554e+006	3.49625e+006	2.95606e+006	3.16072e+006	3.28893e+006	3.10945e+006	3.33365e+006	3.0937e+006	2.93113e+006	3.5039e+006
 63.8	1.83442e+006	1.90131e+006	1.62653e+006	1.9107e+006	1.74515e+006	1.77224e+006	1.72378e+006	1.82026e+006	2.65109e+006	2.84362e+006	2.86426e+006	2.95773e+006	2.93328e+006	2.68927e+006	2.80673e+006	2.80822e+006	3.14906e+006	3.17312e+006	3.32526e+006	3.35712e+006	3.23498e+006	3.11119e+006	3.03243e+006	3.25676e+006	3.00755e+006	3.05425e+006	2.90324e+006	3.20206e+006	3.12149e+006	2.89306e+006	3.00313e+006	3.14917e+006	2.99901e+006	3.09408e+006	3.28096e+006	2.83082e+006	3.09106e+006	2.95957e+006	2.87169e+006	3.05602e+006	2.8993e+006	2.88235e+006	2.99612e+006	2.75189e+006	2.94755e+006	3.21642e+006	2.75814e+006	3.01896e+006	3.17654e+006	2.95706e+006	3.16814e+006	3.00436e+006	2.79902e+006	3.37418e+006
