Start Time	14:16:57	14:19:16	14:21:31	14:23:46	14:26:01	14:28:16	14:30:31	14:32:46	14:35:01	14:37:16	14:39:31	14:41:46	14:44:01	14:46:16	14:48:31	14:50:46	14:53:01	14:55:16	14:57:31	14:59:46	15:02:01	15:04:16	15:06:31	15:08:46	15:11:01	15:13:16	15:15:31	15:17:46	15:20:01	15:22:16	15:24:31	15:26:46	15:29:01	15:31:16	15:33:31	15:35:46	15:38:01	15:40:16	15:42:31	15:44:46	15:47:01	15:49:16	15:51:31	15:53:46	15:56:01	15:58:16	16:00:31	16:02:46	16:05:01	16:07:16	16:09:31	16:11:46	16:14:01	16:16:16
Diameter Midpoint
 66.1	1.75008e+006	1.80072e+006	1.54907e+006	1.70589e+006	1.52919e+006	1.53724e+006	1.60115e+006	1.66926e+006	2.45829e+006	2.71843e+006	2.65506e+006	2.8448e+006	2.62473e+006	2.4834e+006	2.71185e+006	2.70386e+006	2.96841e+006	3.01108e+006	3.15696e+006	3.14311e+006	2.91373e+006	2.90976e+006	2.83016e+006	2.93125e+006	2.86114e+006	2.96349e+006	2.78697e+006	3.02636e+006	2.99257e+006	2.83317e+006	2.87849e+006	2.96143e+006	2.80679e+006	3.01618e+006	3.03329e+006	2.65241e+006	2.96253e+006	2.77423e+006	2.75584e+006	2.92716e+006	2.7313e+006	2.63749e+006	2.95755e+006	2.655e+006	2.91032e+006	3.04958e+006	2.64524e+006	2.89173e+006	2.92191e+006	2.73839e+006	2.9559e+006	2.86696e+006	2.76462e+006	3.04317e+006
 68.5	1.63278e+006	1.67921e+006	1.41407e+006	1.65839e+006	1.44469e+006	1.4566e+006	1.51295e+006	1.56471e+006	2.37047e+006	2.35165e+006	2.52741e+006	2.64521e+006	2.49315e+006	2.31917e+006	2.53946e+006	2.52777e+006	2.79038e+006	2.85629e+006	2.87451e+006	2.95334e+006	2.74835e+006	2.60413e+006	2.63638e+006	2.88884e+006	2.74889e+006	2.67583e+006	2.51708e+006	2.84717e+006	2.79026e+006	2.60835e+006	2.62111e+006	2.91245e+006	2.69282e+006	2.83278e+006	2.81348e+006	2.4532e+006	2.83601e+006	2.53872e+006	2.61607e+006	2.82513e+006	2.62332e+006	2.63053e+006	2.76094e+006	2.46129e+006	2.67786e+006	2.87439e+006	2.53708e+006	2.69422e+006	2.76683e+006	2.64714e+006	2.91506e+006	2.67832e+006	2.44492e+006	2.85044e+006
 71.0	1.50161e+006	1.59928e+006	1.3378e+006	1.54775e+006	1.25323e+006	1.3473e+006	1.38839e+006	1.47182e+006	2.13195e+006	2.16414e+006	2.30397e+006	2.32528e+006	2.25988e+006	2.15058e+006	2.35791e+006	2.30678e+006	2.50841e+006	2.75834e+006	2.69867e+006	2.71352e+006	2.55964e+006	2.41969e+006	2.52823e+006	2.56387e+006	2.44626e+006	2.50576e+006	2.33322e+006	2.67337e+006	2.58209e+006	2.46766e+006	2.53616e+006	2.61135e+006	2.45845e+006	2.68091e+006	2.7124e+006	2.3014e+006	2.54529e+006	2.39343e+006	2.53168e+006	2.55411e+006	2.40599e+006	2.43127e+006	2.58812e+006	2.26155e+006	2.55588e+006	2.79047e+006	2.37309e+006	2.50242e+006	2.60414e+006	2.5458e+006	2.6783e+006	2.51056e+006	2.4073e+006	2.81219e+006
 73.7	1.42633e+006	1.43997e+006	1.20253e+006	1.42663e+006	1.18763e+006	1.2261e+006	1.28111e+006	1.39522e+006	1.91555e+006	2.12291e+006	2.16961e+006	2.18514e+006	2.14341e+006	2.06737e+006	2.11472e+006	2.29252e+006	2.42464e+006	2.48593e+006	2.53744e+006	2.57076e+006	2.37414e+006	2.32019e+006	2.29079e+006	2.47052e+006	2.31277e+006	2.30327e+006	2.21471e+006	2.54908e+006	2.3497e+006	2.25301e+006	2.3077e+006	2.44842e+006	2.23708e+006	2.43229e+006	2.42679e+006	2.14054e+006	2.34681e+006	2.28307e+006	2.27967e+006	2.38973e+006	2.24231e+006	2.39445e+006	2.36188e+006	2.16289e+006	2.25908e+006	2.42271e+006	2.0806e+006	2.40699e+006	2.43198e+006	2.24527e+006	2.43347e+006	2.32861e+006	2.23546e+006	2.50826e+006
 76.4	1.26551e+006	1.38549e+006	1.10303e+006	1.34114e+006	1.07398e+006	1.09134e+006	1.10605e+006	1.27233e+006	1.7978e+006	1.98993e+006	2.02949e+006	2.03661e+006	1.93186e+006	1.90535e+006	2.06801e+006	1.95361e+006	2.1786e+006	2.26075e+006	2.39382e+006	2.35079e+006	2.1049e+006	2.11299e+006	2.07949e+006	2.21612e+006	2.11992e+006	2.1008e+006	2.06098e+006	2.25539e+006	2.18139e+006	2.13636e+006	2.16962e+006	2.25507e+006	2.15412e+006	2.26141e+006	2.32609e+006	1.96322e+006	2.21539e+006	2.00878e+006	2.08541e+006	2.24283e+006	2.04244e+006	2.06228e+006	2.15355e+006	1.98197e+006	2.15542e+006	2.29974e+006	2.01809e+006	2.20544e+006	2.28487e+006	2.17313e+006	2.25564e+006	2.08614e+006	2.07473e+006	2.38193e+006
 79.1	1.11415e+006	1.20011e+006	1.08056e+006	1.1852e+006	953471	982909	1.04434e+006	1.19286e+006	1.55725e+006	1.80475e+006	1.78049e+006	1.82163e+006	1.8403e+006	1.69876e+006	1.81974e+006	1.78665e+006	2.07315e+006	2.12775e+006	2.18095e+006	2.12218e+006	1.94374e+006	1.88426e+006	1.87367e+006	1.99682e+006	1.95283e+006	2.01324e+006	1.8144e+006	2.09438e+006	2.0536e+006	1.99264e+006	1.98824e+006	2.06892e+006	1.98751e+006	2.09774e+006	2.13523e+006	1.80373e+006	2.04045e+006	1.86923e+006	1.93759e+006	2.06685e+006	1.89628e+006	1.96904e+006	1.9763e+006	1.83996e+006	2.01247e+006	2.13056e+006	1.82342e+006	2.07028e+006	2.12686e+006	1.88508e+006	2.15731e+006	2.0317e+006	1.9143e+006	2.17491e+006
 82.0	1.07628e+006	1.1347e+006	888935	1.04662e+006	871723	941362	896944	1.06815e+006	1.48893e+006	1.55096e+006	1.65071e+006	1.63585e+006	1.60298e+006	1.58541e+006	1.6943e+006	1.63157e+006	1.85209e+006	1.91659e+006	1.9882e+006	1.9886e+006	1.79657e+006	1.69678e+006	1.78303e+006	1.83597e+006	1.78167e+006	1.70592e+006	1.70309e+006	1.93457e+006	1.89809e+006	1.71406e+006	1.77897e+006	1.88523e+006	1.78724e+006	1.93661e+006	1.90893e+006	1.59549e+006	1.89439e+006	1.71477e+006	1.75443e+006	1.84757e+006	1.67797e+006	1.72032e+006	1.87327e+006	1.65693e+006	1.80404e+006	1.87532e+006	1.69137e+006	1.81354e+006	1.77393e+006	1.75862e+006	1.9679e+006	1.77067e+006	1.7335e+006	1.92233e+006
 85.1	971341	1.03027e+006	828228	956992	765149	812295	830654	993649	1.29047e+006	1.35703e+006	1.42981e+006	1.5018e+006	1.49213e+006	1.4474e+006	1.48922e+006	1.45256e+006	1.64287e+006	1.76506e+006	1.70107e+006	1.82513e+006	1.60986e+006	1.56682e+006	1.53246e+006	1.69546e+006	1.60412e+006	1.55756e+006	1.49299e+006	1.72484e+006	1.70301e+006	1.52796e+006	1.66854e+006	1.70311e+006	1.63107e+006	1.70442e+006	1.72532e+006	1.4785e+006	1.6384e+006	1.60638e+006	1.59343e+006	1.66763e+006	1.59351e+006	1.57205e+006	1.67659e+006	1.51002e+006	1.59917e+006	1.67887e+006	1.47443e+006	1.70102e+006	1.71673e+006	1.64653e+006	1.72362e+006	1.6222e+006	1.51742e+006	1.72846e+006
 88.2	841679	911351	714190	875440	665068	745806	705850	841925	1.16472e+006	1.26542e+006	1.25325e+006	1.34807e+006	1.27766e+006	1.26126e+006	1.36289e+006	1.28766e+006	1.46638e+006	1.55922e+006	1.59955e+006	1.61435e+006	1.48345e+006	1.33215e+006	1.42123e+006	1.47957e+006	1.43939e+006	1.44877e+006	1.32163e+006	1.61285e+006	1.55248e+006	1.37193e+006	1.53378e+006	1.56081e+006	1.43983e+006	1.49175e+006	1.53206e+006	1.2948e+006	1.49857e+006	1.48051e+006	1.42033e+006	1.46279e+006	1.3772e+006	1.44442e+006	1.4946e+006	1.30643e+006	1.50736e+006	1.49279e+006	1.35781e+006	1.53225e+006	1.55849e+006	1.46679e+006	1.54522e+006	1.46601e+006	1.44153e+006	1.58551e+006
 91.4	783031	819753	657066	744745	561908	597123	657704	759823	1.01182e+006	1.11318e+006	1.14968e+006	1.16131e+006	1.14577e+006	1.07992e+006	1.21321e+006	1.14046e+006	1.36404e+006	1.40579e+006	1.43123e+006	1.43679e+006	1.34078e+006	1.25815e+006	1.27238e+006	1.30635e+006	1.24358e+006	1.23631e+006	1.23429e+006	1.35552e+006	1.36253e+006	1.25189e+006	1.32083e+006	1.40978e+006	1.30849e+006	1.32696e+006	1.3849e+006	1.16631e+006	1.30935e+006	1.22599e+006	1.32052e+006	1.33781e+006	1.19974e+006	1.29988e+006	1.31331e+006	1.20018e+006	1.30599e+006	1.3453e+006	1.21932e+006	1.30215e+006	1.38464e+006	1.30438e+006	1.35575e+006	1.25972e+006	1.26431e+006	1.38864e+006
 94.7	703216	707064	558852	659745	469774	566616	579417	677588	894217	1.00166e+006	1.03351e+006	1.07352e+006	1.00151e+006	953384	1.08475e+006	1.0185e+006	1.18682e+006	1.23555e+006	1.21837e+006	1.21802e+006	1.19155e+006	1.03933e+006	1.1048e+006	1.1597e+006	1.13475e+006	1.13036e+006	1.06332e+006	1.19645e+006	1.13087e+006	1.10767e+006	1.20225e+006	1.22645e+006	1.11043e+006	1.18753e+006	1.17788e+006	1.07837e+006	1.16247e+006	1.10818e+006	1.1191e+006	1.25225e+006	1.10979e+006	1.13068e+006	1.16326e+006	1.08391e+006	1.07493e+006	1.17129e+006	1.05748e+006	1.19324e+006	1.17381e+006	1.11247e+006	1.22992e+006	1.13916e+006	1.1523e+006	1.24192e+006
 98.2	596084	602092	495143	565951	439069	484486	465076	612559	781170	836610	866738	912026	893058	894715	952869	877223	1.10304e+006	1.11439e+006	1.12457e+006	1.12923e+006	1.02223e+006	947002	977313	1.0384e+006	1.0137e+006	1.01776e+006	915574	1.08753e+006	1.07372e+006	991809	1.03178e+006	1.0534e+006	985362	1.08144e+006	1.06031e+006	941270	1.04718e+006	990099	1.03765e+006	1.04772e+006	952939	992955	1.01506e+006	923070	1.04718e+006	1.06212e+006	958135	1.09188e+006	1.09081e+006	994577	1.10885e+006	1.01237e+006	1.02214e+006	1.11412e+006
101.8	524061	544417	400997	508151	399204	467405	409596	545334	689608	716973	780968	801167	802831	756496	779791	781675	958667	966288	962631	937252	863426	870771	802918	954665	839946	875111	797371	972585	959607	819308	937925	905811	921564	981719	905520	815678	892890	852453	878489	905120	902364	861875	961948	846041	872444	939794	843123	968710	931340	874878	942029	902394	870448	982404
105.5	457745	480758	381160	436642	328081	347650	344941	491401	613607	650887	652315	686859	670094	682980	684150	668127	847103	905317	814200	834992	758412	715453	730959	758221	771747	740926	717209	836650	832425	776347	800063	884435	812492	813619	802319	766387	750382	786503	743669	868830	770443	781079	801843	753159	764489	797278	742878	872388	804929	804213	823510	814032	768729	855148
109.4	342808	435255	350163	372618	289755	304626	303260	410475	525489	538558	581464	575655	572167	564320	629212	552357	723593	738857	709848	735703	663464	647136	628287	650033	672137	698478	579741	730614	731040	660174	735328	747566	680757	691685	698980	599883	727010	643597	668575	685552	662920	671183	656676	632407	649191	675592	620729	724188	741669	660472	746468	665237	689776	740878
113.4	286104	368695	268571	313933	231668	255105	255239	347811	455686	479944	519315	525198	543587	515554	519254	486512	647253	655244	596141	638619	577084	574825	543973	592610	582589	597443	499463	606813	640819	606659	616971	639557	572905	636809	584114	532843	592961	573060	606808	591664	559413	596483	633218	561828	634915	597202	519380	649757	632742	551271	597545	612619	573429	648184
117.6	233833	297624	237680	285024	196509	207904	219804	307069	395383	425927	447598	469718	419357	406712	477391	460629	540021	557989	563091	532584	509645	481447	491580	518436	467473	474559	423720	573665	539579	496279	517435	521795	494063	541880	554044	463275	518115	481531	540852	550756	498783	550685	520703	478554	483637	539879	466682	544431	540783	499423	560881	516009	541387	551374
121.9	231479	236329	204549	234540	176574	170024	180289	261134	328773	361407	351801	385815	397707	341345	396476	379263	480966	469585	457553	454849	422960	450638	391720	434452	453472	418214	367684	450095	463350	465002	469185	475574	434505	475209	429504	406831	459601	428330	434971	487575	394664	445375	474461	407464	424125	459734	423886	478348	468647	440341	478234	447668	468462	508566
126.3	190956	222437	178672	186894	149443	149899	156741	222401	268609	315727	302063	314498	324904	317971	354095	353593	419159	421508	414919	396560	403067	375091	369338	361413	374948	407613	332524	412520	427469	362541	404209	406229	379150	375775	393473	352121	401472	346327	390352	405367	365686	380312	377551	387152	370280	386178	352328	440930	410778	378430	412074	387413	369633	407993
131.0	163887	190411	145851	151859	119339	132249	133518	177147	267422	262157	268323	298654	281053	252025	282762	286476	365455	370128	348355	345400	317427	308036	324564	320321	314729	313295	305380	382439	354821	336520	335541	358267	329248	344775	318649	314065	357133	326020	317448	361608	292917	349801	357064	320385	304159	339426	324903	380253	357902	330412	320564	337441	328698	375519
135.8	135430	160426	119935	151799	127101	107819	117116	147404	201547	234828	224305	252721	252470	235807	264232	265912	305810	298626	287630	285328	268720	277516	277571	257016	280745	285227	246939	295465	307392	263209	277172	300471	271190	311988	298962	282006	285240	275353	284857	315862	282696	290290	313762	282307	290785	293552	255687	294823	301739	284425	304431	295486	285187	314904
140.7	115924	128945	111758	123372	86591	96599.2	97783	135561	200842	173224	181051	212986	215152	199752	222610	216428	256435	291418	248454	274730	218729	243472	222843	220134	225902	238089	215678	286607	261142	276189	239161	247947	232905	250940	244799	239027	261240	205540	229179	256194	251643	255910	241874	229659	260061	250608	245629	276008	253442	261392	232512	219317	250203	267364
145.9	98605.5	106550	103701	93525.6	74870.6	75978	82466.9	112842	148433	161446	161629	176658	151915	157992	196347	188292	211116	216568	232895	240424	195657	192267	207913	193679	202091	199277	182581	225382	192224	223595	219938	222775	194852	242403	216854	175244	228245	195771	198301	231795	202052	207057	229371	197529	189883	242142	193029	244547	245458	198268	209559	217203	197237	221558
151.2	83791.2	90342.2	91542.9	92383	53513.1	67702.9	82151.5	99015.1	135667	126076	132143	145105	144707	129812	156783	154229	174158	196607	202613	211371	180100	161212	169259	169499	172113	186813	134267	183965	194742	191798	175563	197639	169741	193706	188269	158935	174345	155434	168188	197904	168809	195469	179396	165540	181058	205512	167159	190716	187874	190115	182046	189130	170545	194687
156.8	59406.4	75310.1	63274.2	68982	54167.8	44095.3	66014.3	73504.3	115429	102657	119840	142064	116025	105277	118358	134455	132961	163500	131189	164561	127921	131517	136006	151664	127262	131276	124166	156479	157530	144724	145859	153551	124867	166923	143650	132358	152575	136777	154250	153168	141860	133860	147249	117804	159891	158989	136737	171403	181256	152200	160478	146481	146628	170348
162.5	46100.2	74758.3	55250.7	57418.5	50869.5	43421	56178.1	69173.1	89311	88092.4	96714.9	112438	98418.8	96808.8	125600	113596	135915	154057	134222	142435	127022	113823	128302	127137	115348	132782	119520	138819	143693	124646	127854	128217	131685	143074	138509	125306	136240	116221	138446	152283	127394	134271	129300	117921	111868	126353	125639	154950	137483	119289	135641	138305	139089	148469
168.5	59944.8	63727.9	48587.4	52839.5	34843.9	36424.9	40668.7	56532.2	75471	93677.8	83992.4	98186.5	96497.5	78473.5	96633.7	100324	108147	123295	118685	102772	106437	113537	91145.3	110834	91053.2	119130	90109.3	116429	134996	99372.4	113595	116055	90368.9	93134.8	113496	103572	106837	100701	112311	118226	115503	106753	123459	94639.7	116007	117498	116116	132115	120234	111938	117544	120806	104040	127830
174.7	38777.4	43050.6	44151.5	50509.7	42215.7	28507.1	37727.1	34359.5	74027.2	59413	64191.7	72191.4	70464.3	79644.6	72784.2	80566.2	97098.2	96505.2	101593	101371	86225.4	78833.9	81149.6	90201	88545.9	97462.9	72394.5	103172	99032.3	74112.9	114116	89445.3	85004.6	88900	97847.7	107836	99664	79711.8	92483.4	106492	91540.3	109366	106662	88858.5	91182.3	97563.2	96619.2	116133	89855.9	104800	98610.7	85625.3	99359.2	113113
181.1	37730.8	48225.1	41038.8	27491.4	31501.2	20424.5	30694	33025.7	54893.3	59244.2	49162.8	69901	64658.3	77867.4	70074.6	67236.5	88310.6	88791.5	81734.5	86944.9	69748.8	71905	54916.2	72134.7	69324.8	82616.3	66426.8	76758	75273.5	72748.7	77088.5	77345.6	92120.9	94577.3	84163.3	79648.6	87205.5	70480.9	79854.5	83982.8	73393.3	81406.5	80489.1	66222.5	83462.3	89329.2	77061.2	86890.4	71148.7	75195.3	95467	78661.1	78481.6	82853.3
187.7	33249.5	33102.6	33999.5	36183.2	19739.4	23943.1	21380	42700.5	48432.4	52648.3	55781.3	52707.4	62508.7	56294.2	54188.4	53786.2	60492.4	83193.9	71978.5	69923.1	58747.7	61260.8	62375.6	58729.9	60354.1	68735.6	60308.4	76507	72143.2	75925.2	82495.2	75018.8	65297.6	73937.7	78053.5	60063.1	72401.8	56491.2	64533.8	63203.7	78557.4	74429.4	64456.4	61158	73635	76382.7	57180.8	76102.9	76552.8	56770.3	66839.2	61046.4	68279.8	77458.5
194.6	24365.2	23883.3	31194.7	30724.5	15939.7	17798.1	21210.6	26937.5	46060.1	42039.8	49239.8	45923.1	49677.3	43312.7	47519.7	37203.7	57190.5	68698.8	62335.5	59140.2	41350.8	46682.2	52090.8	60757.8	57161.6	50431	51041.6	60858.1	65443.6	57931.5	59956.1	66946.9	54812.1	73571.9	59444.2	57601.7	55887.6	49410.1	60763.2	71652.7	45068.4	62124.1	64441	56662.1	54891	59307.8	46243.4	64125.8	61828.2	57363.6	57266.9	52780.2	48681.1	55762.4
201.7	7943.4	14232	15429.1	13227.1	11801	13690.4	12098.9	12989.3	28961.4	32101.4	39740	27651.3	24475.7	22595.6	31610.9	33702.8	33573.2	35479.9	34838.4	47819.7	27191.6	30220	39411.1	25387.7	34797.7	31309.7	27896	39400.6	26289.7	36536.6	39974.6	46009.7	37358.2	29536.9	33683.4	36457.2	31768	30755.7	39512.5	45209.1	37846.3	33486	25386.9	20399.9	36675.7	38220.2	40748.8	37016.7	29816.5	30642.2	55484.5	48099	24133.5	53829
209.1	15073.3	19090.8	13414.9	17016	14034.5	8082.49	11966.4	4099.71	31492.6	21194.2	21001.3	21791.4	17970.2	22101.3	22079.5	27594.9	27678.4	37728.1	41825.3	33763.9	29771.2	21247.4	35937.9	25279.3	31667.4	24601.9	31663.6	35840.9	26003.5	26733.6	40423.2	23846.2	26293.2	44636	29394.3	30105.2	37806.8	27035.5	21379.2	36169	36864.7	22175.4	35262.7	24366.9	30744.4	43700.4	28282	38271.2	38366.7	31241	36983.4	35966	30959.1	35791.1
216.7	21166.1	24488.1	18126.5	14500.5	12177.6	12118.8	14500.5	29589.8	34696.9	27589.1	32288.3	25455.4	23430.2	27687.6	28590.7	30721.9	29970.7	43599.6	44255.1	34481.1	25308.4	24120	32131.3	36143.2	30778.2	32283.3	28092.6	33282.4	46951.1	39079.3	38053.3	42467.6	31598.4	31313.6	44971.9	34038.9	39678.5	34446.4	39081.8	38706.2	34385.1	39710.4	51139.3	29717.8	36143.2	33727.1	35637.2	38087.6	41836.6	31004.3	32099.4	43270.1	28588.2	44566.9
224.7	15999.2	17313	21219.1	14757.9	13435.9	19709.4	14757.9	18151.3	26082.3	26536.3	18594.9	28972.8	22176.1	24819.5	33865.5	23616.1	29693.1	35128.8	35730.5	28578	32178.5	22944.7	29593.7	25717.2	26477	25875.3	25628.2	28371.1	35760.2	24542.9	37011.9	28124.6	33688.2	33905.6	31558.1	29741.4	30214.7	31872.1	36143.9	37653.7	28637.3	33145.8	27640.9	30294.8	32839.5	36361.3	33510.9	32958.1	22955.1	27226.9	34714.3	33983.6	23328.5	35700.9
232.9	20303.6	16122	10807.1	5593.97	13872.4	7604.59	10390.8	10807.1	23905.4	20180.2	20001.4	19543.4	17335.5	19745.4	26232.1	23483	23786.7	21275	18811	28702.3	22232.5	26636.1	21000.5	18888.1	22471.5	21281.2	28481.8	29434.7	33118.2	22910.9	37794.8	23227	28958.2	31607.2	23584.7	26594.5	41561.6	26713.2	23285.6	28184.2	26750.2	30273.4	23048.1	28541.9	27368.5	29797	23066.7	25118.9	27387	20817	20180.2	28642.1	27289.9	26411
241.4	16516.3	12340.2	12382.4	7976.12	9913.29	10747	5049.27	18733.3	25670.1	13485.9	20400.8	17441.9	13975.6	13475.7	16672.3	15391	26323.2	22795.7	22147.2	23389	24960.3	17649	18567.2	18683.7	22409.5	26011.3	21763.7	22639.7	25450.1	25482.1	25712.4	19443.2	19336.8	18411.3	27273.5	20462.2	23084.5	20160.4	16256.8	22523.2	22785.5	25858.2	19443.2	22253.5	22335.2	24950.1	18389.3	23970.6	21951.8	18087.6	24463.1	19294.6	22523.2	18421.4
250.3	10490.3	12444.9	6705.05	14992.8	8725.4	8008.12	8197.83	12024.6	12386.7	13286.1	14902.9	12304.3	10366.3	17343.5	16295.9	18753.9	21929.1	16023.8	19974.5	16295.9	14045	25359.1	18654.1	11603.6	16427.4	18819.6	13665.6	10621.8	18571.7	20146.9	14217.3	15734.3	22604.8	15330.7	19405.4	24114.3	15685.9	20856.6	21442.4	17764.5	13317.8	13748	21318.4	19091.7	22391	22011.5	22728.8	16651.1	19495.3	15809.9	15116.8	19347.2	17640.5	15958
259.5	9222.34	7249.82	12169.1	8815.04	7249.82	3513.7	6467.22	8331.9	12102.6	8564.83	16329.8	11886.9	10554.6	11869.6	11994.7	12419.3	17679.3	17254.8	19210	17039.1	16131.4	8957.41	16847.5	25228.6	12137.1	9914.38	12509.9	13309.7	16739.6	14325.3	18705.4	13361.5	11570.2	17821.7	20093.7	12544.4	17787.2	13309.7	13842.1	15581.7	16756.9	11744.5	12102.6	20768.5	16806.2	11104.3	14516.9	15139.9	16405.6	17769.9	15372.8	16722.4	12527.1	16806.2
269.0	5305.83	6781.49	5665.92	6781.49	6640.25	8302.93	4497.38	8186.3	9976.28	11310.7	10502.2	8860.71	7275.63	10855.1	12613.3	10053.9	15250.3	13947.7	11836.7	14307.8	13640.6	14473.7	15808.1	14801.9	10053.9	10721.1	14120.8	14191.2	14057.1	12503.9	13654.5	19048.6	17982.8	15116.2	11222.4	13389.9	11804.8	11137.6	14473.7	13531.2	12306.2	18759.4	14646.7	12768.5	10657.4	17251.9	11529.5	15698.6	15345.8	13979.5	13061.6	9559.74	13947.7	13326.3
278.8	7553.53	10329.3	9430.13	4041.48	2163.34	5531.24	4776.25	4756.01	10471.9	9350.26	12860.8	8675.13	10838.5	7898.36	13756.8	7694.58	12777.8	11512.1	20494.2	9124.7	7327.97	11430.6	11430.6	10307.5	7470.57	13532.8	11676.4	14186.1	8817.73	7470.57	14491.6	13429.6	12492.6	8084.51	11452.4	5673.84	8286.75	9633.91	8510.76	12043	5532.79	5307.23	13839.8	7531.75	11797.2	5142.85	12942.2	11880.2	14145.2	12718.2	11961.6	8308.53	11963.2	12920.4
289.0	3058.33	5925.96	5111.55	6479.32	1692.12	4427.67	5338.99	5109.98	8301.97	7748.61	5013.07	10126.2	4330.75	6706.76	6479.32	8530.98	15500.4	7390.65	7845.52	5925.96	9117.95	12045.8	10678	10091	12537.4	10450.5	8301.97	9213.3	12467	12502.2	11494	11169.6	12045.8	8205.06	10545.9	6479.32	11818.3	8758.42	16702.4	10126.2	11589.3	6022.88	9345.39	15824.7	9407.12	10547.5	10186.4	7521.17	10258.3	13544	9994.1	9994.1	12079.4	14746.1
299.6	4532.57	1389.14	3143.43	6067.46	1754.29	2448.86	2448.86	5372.89	4678.32	8334.84	5007.74	6616.28	5007.74	4129.49	10089.1	9540.31	7091.45	10526.4	7310.85	9758.14	5848.05	7967.49	5738.04	6103.19	7091.45	6029.53	8699.99	11769.8	6614.08	6724.1	9394.56	8334.84	9065.14	6542.62	10965.2	10783.7	6286.86	8296.91	9867.53	10234.9	11989.2	6358.95	8626.33	8151.17	9576.04	8186.9	7711.73	9175.16	7786.02	10929.4	7821.75	14072.9	8626.33	5628.02
310.6	4736.35	6841.28	6227.21	1957.7	6227.21	2104.93	2806.57	3360.99	4589.12	4209.86	6694.05	6928.86	6694.05	5318.68	3420.64	10289.8	2659.34	9206.16	6314.79	7595.99	9440.97	10669.1	6079.98	5817.26	6167.56	9381.31	4911.5	10230.2	7950.11	9907.8	6314.79	6227.21	7630.5	9440.97	7483.27	11490.1	5613.15	9528.54	5697.94	5378.34	4676.7	10697	7073.31	8184.91	3975.05	6079.98	7718.07	10114.7	7308.12	7395.69	5992.41	11430.4	4617.04	8244.57
322.0	4751.55	8021.07	2941.02	5327.23	3613.38	2852.03	3901.21	7425.59	2653.19	4614.22	7267.41	7932.07	6890.57	11408.1	12882.5	4703.21	19506.1	10119.4	14219.5	7932.07	6129.23	5930.39	7555.24	9166.93	6376.41	6753.24	8851.61	10654.5	5464.56	9783.26	6753.24	6465.4	9653.61	12505.6	9694.26	11476.3	11744.3	4991.05	7644.24	6801.58	12546.3	8604.43	6732.39	13218.6	9989.79	9653.61	11703.6	5258.03	9495.42	8693.42	5464.56	9584.42	10695.1	4415.38
333.8	36664.5	31891.3	25368.1	30100	15987	25368.1	19952.7	43187.7	41696.8	40972	46428.7	53635.4	41013.3	53635.4	58025.5	51119.2	67872.3	71796.8	59475.1	66681.8	53293.6	52951.9	48944.8	51926.7	58025.5	49669.6	59133.4	68172.8	66381.4	56917.7	49669.6	65273.5	64207	63482.2	64890.5	45320.8	56917.7	47837	59092.1	46811.7	51844	67448	71796.8	70005.4	70388.5	46086.9	37389.3	49286.6	47878.3	42079.9	39563.7	33382.2	45662.6	44254.3
Scan Up Time(s)	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120
Retrace Time(s)	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
Down Scan First	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Scans Per Sample	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Impactor Type(cm)	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071
