Sample File	C:\TSI\Aerosol Instrument Manager\Sodium Chloride_low flow.S80
Classifier Model	3080
DMA Model	3081
DMA Inner Radius(cm)	0.00937
DMA Outer Radius(cm)	0.01961
DMA Characteristic Length(cm)	0.44369
CPC Model	3776 Low Flow
Reference Gas Viscosity (Pa*s)	1.8203e-005
Reference Mean Free Path (m)	6.65e-008
Reference Gas Temperature (K)	293.15
Reference Gas Pressure (kPa)	101.3
Channels/Decade	64
Multiple Charge Correction	FALSE
Nanoparticle Aggregate Mobility Analysis	FALSE
Diffusion Correction	FALSE
Units	dw/dlogDp
Weight	Number
Sample #	1
Date	08/11/05
Start Time	15:04:41
Diameter Midpoint
90.0	168.678669	8278	
90.1	169.283624	8286	
90.2	169.891205	8340	
90.3	170.501426	8448	
90.4	171.114301	8293	
90.5	171.730796	8153	
90.6	172.348980	8255	
90.7	172.969863	8183	
90.8	173.593458	8194	
90.9	174.219782	8289	
91.0	174.848849	8338	
91.1	175.480673	8149	
91.2	176.115269	8288	
91.3	176.752652	8229	
91.4	177.392838	8034	
91.5	178.035841	8099	
91.6	178.681677	8199	
91.7	179.329372	8222	
91.8	179.980963	7999	
91.9	180.635431	8052	
92.0	181.292792	8176	
92.1	181.953063	8080	
92.2	182.616257	8165	
92.3	183.282393	7961	
92.4	183.951485	7925	
92.5	184.623551	8238	
92.6	185.298605	7861	
92.7	185.976666	7914	
92.8	186.657748	8006	
92.9	187.341870	7928	
93.0	188.029046	7816	
93.1	188.720263	7833	
93.2	189.413559	7882	
93.3	190.109962	7868	
93.4	190.809490	7856	
93.5	191.512161	7812	
93.6	192.217991	7807	
93.7	192.926998	7858	
93.8	193.639199	7770	
93.9	194.354611	7767	
94.0	195.073254	7577	
94.1	195.795143	7689	
94.2	196.520298	7421	
94.3	197.248737	7683	
94.4	197.979455	7586	
94.5	198.714559	7554	
94.6	199.453000	7526	
94.7	200.194796	7463	
94.8	200.939965	7478	
94.9	201.688526	7451	
95.0	202.440499	7449	
95.1	203.195902	7496	
95.2	203.954754	7405	
95.3	204.717075	7529	
95.4	205.482884	7434	
95.5	206.252201	7382	
95.6	207.025044	7345	
95.7	207.801435	7332	
95.8	208.581392	7247	
95.9	209.365957	7316	
96.0	210.153063	7360	
96.1	210.943797	7163	
96.2	211.738181	7224	
96.3	212.536234	7252	
96.4	213.337977	7056	
96.5	214.143431	7203	
96.6	214.952617	6952	
96.7	215.765555	7163	
96.8	216.582266	6935	
96.9	217.402772	6991	
97.0	218.227093	6990	
97.1	219.055252	6986	
97.2	219.887270	6904	
97.3	220.723169	6775	
97.4	221.561908	6692	
97.5	222.405680	6730	
97.6	223.253397	6741	
97.7	224.105080	6571	
97.8	224.960753	6553	
97.9	225.820439	6535	
98.0	226.684159	6714	
98.1	227.551936	6610	
98.2	228.423794	6587	
98.3	229.299756	6437	
98.4	230.179845	6535	
98.5	231.064085	6426	
98.6	231.952499	6411	
98.7	232.845110	6296	
98.8	233.741943	6267	
98.9	234.643022	6295	
99.0	235.548370	6271	
99.1	236.459070	6159	
99.2	237.372985	6012	
99.3	238.291245	6150	
99.4	239.213874	6128	
99.5	240.140898	6047	
99.6	241.072341	6095	
99.7	242.008229	6042	
99.8	242.948586	6007	
99.9	243.893439	5884	
100.0	244.842812	5890	
100.1	245.796732	5779	
100.2	246.755224	5809	
100.3	247.718315	5764	
100.4	248.686030	5741	
100.5	249.658396	5756	
100.6	250.635440	5834	
100.7	251.617188	5673	
100.8	252.603667	5671	
100.9	253.593843	5462	
101.0	254.589911	5583	
101.1	255.590790	5476	
101.2	256.596508	5458	
101.3	257.607091	5395	
101.4	258.622568	5373	
101.5	259.642968	5301	
101.6	260.668317	5412	
101.7	261.698645	5185	
101.8	262.733981	5171	
101.9	263.774352	5076	
102.0	264.819788	5094	
102.1	265.870318	5107	
102.2	266.925972	5017	
102.3	267.986778	5051	
102.4	269.052766	5046	
102.5	270.123966	5138	
102.6	271.200408	5001	
102.7	272.282122	4998	
102.8	273.370220	4931	
102.9	274.462523	4842	
103.0	275.560191	4769	
103.1	276.663255	4742	
103.2	277.771746	4720	
103.3	278.885695	4569	
103.4	280.005134	4532	
103.5	281.130094	4583	
103.6	282.260606	4589	
103.7	283.396703	4489	
103.8	284.538417	4451	
103.9	285.685779	4312	
104.0	286.838823	4385	
104.1	287.997580	4293	
104.2	289.162085	4174	
104.3	290.332369	4202	
104.4	291.508466	4165	
104.5	292.690410	4166	
104.6	293.878233	4111	
104.7	295.071971	4055	
104.8	296.270523	4062	
104.9	297.476239	3924	
105.0	298.687968	3994	
105.1	299.905747	3785	
105.2	301.129610	3823	
105.3	302.359592	3687	
105.4	303.595728	3787	
105.5	304.838054	3645	
105.6	306.086605	3748	
105.7	307.341418	3561	
105.8	308.602528	3592	
105.9	309.869972	3517	
106.0	311.143786	3537	
106.1	312.424007	3342	
106.2	313.710672	3410	
106.3	315.003818	3337	
106.4	316.303481	3364	
106.5	317.609701	3276	
106.6	318.922514	3180	
106.7	320.241959	3343	
106.8	321.568073	3277	
106.9	322.900895	3136	
107.0	324.240464	3104	
107.1	325.587949	3002	
107.2	326.941081	3013	
107.3	328.301078	2886	
107.4	329.667980	3033	
107.5	331.041827	2912	
107.6	332.422659	2842	
107.7	333.810515	2841	
107.8	335.205437	2776	
107.9	336.607464	2784	
108.0	338.016637	2716	
108.1	339.432998	2707	
108.2	340.856588	2606	
108.3	342.287447	2653	
108.4	343.725619	2588	
108.5	345.171144	2497	
108.6	346.624066	2530	
108.7	348.084425	2494	
108.8	349.552266	2472	
108.9	351.027631	2413	
109.0	352.510563	2365	
109.1	354.001106	2295	
109.2	355.499303	2282	
109.3	357.005198	2207	
109.4	358.518835	2212	
109.5	360.040258	2115	
109.6	361.568372	2132	
109.7	363.105550	2022	
109.8	364.650647	2150	
109.9	366.203709	1992	
110.0	367.764781	2031	
110.1	369.333910	1907	
110.2	370.911141	1967	
110.3	372.496521	1934	
110.4	374.090097	1893	
110.5	375.691916	1886	
110.6	377.302024	1952	
110.7	378.920470	1769	
110.8	380.547301	1822	
110.9	382.182564	1721	
111.0	383.826309	1656	
111.1	385.478584	1700	
111.2	387.139437	1602	
111.3	388.808918	1718	
111.4	390.487076	1562	
111.5	392.173960	1603	
111.6	393.869620	1507	
111.7	395.574107	1476	
111.8	397.287471	1422	
111.9	399.009762	1431	
112.0	400.741032	1443	
112.1	402.481332	1397	
112.2	404.230713	1395	
112.3	405.990408	1281	
112.4	407.758059	1329	
112.5	409.534949	1286	
112.6	411.321131	1270	
112.7	413.116658	1230	
112.8	414.921582	1303	
112.9	416.735958	1109	
113.0	418.559839	1096	
113.1	420.393279	1195	
113.2	422.236333	1115	
113.3	424.089055	1093	
113.4	425.951500	1038	
113.5	427.823723	1028	
113.6	429.705779	1002	
113.7	431.597726	1015	
113.8	433.499618	956	
113.9	435.411512	998	
114.0	437.333466	917	
114.1	439.265535	922	
114.2	441.207778	938	
114.3	443.160252	882	
114.4	445.123015	832	
114.5	447.096125	879	
114.6	449.079642	805	
114.7	451.073623	782	
114.8	453.078129	796	
114.9	455.093219	744	
115.0	457.118953	812	
115.1	459.155390	797	
115.2	461.202593	721	
115.3	463.259417	740	
115.4	465.328382	731	
115.5	467.408294	649	
115.6	469.499214	668	
115.7	471.601205	686	
115.8	473.714330	640	
115.9	475.838651	676	
116.0	477.974232	628	
116.1	480.121137	580	
116.2	482.279429	613	
116.3	484.449174	556	
116.4	486.630435	573	
116.5	488.823278	564	
116.6	491.027768	572	
116.7	493.243972	525	
116.8	495.471954	557	
116.9	497.711783	529	
117.0	499.963524	495	
117.1	502.227245	500	
117.2	504.503013	474	
117.3	506.790897	461	
117.4	509.090964	430	
117.5	511.403284	435	
117.6	513.727925	429	
117.7	516.064958	430	
117.8	518.414451	418	
117.9	520.776476	405	
118.0	523.151102	420	
118.1	525.538401	380	
118.2	527.938444	394	
118.3	530.351304	386	
118.4	532.777051	377	
118.5	535.216951	359	
118.6	537.668638	372	
118.7	540.133434	355	
118.8	542.611412	329	
118.9	545.102648	294	
119.0	547.607215	335	
119.1	550.125189	303	
119.2	552.656644	314	
119.3	555.201657	317	
119.4	557.760304	303	
119.5	560.332661	306	
119.6	562.918805	269	
119.7	565.518814	287	
119.8	568.132767	267	
119.9	570.760740	296	
120.0	573.402813	248	
120.1	576.059066	268	
120.2	578.729577	233	
120.3	581.414428	279	
120.4	584.113698	267	
120.5	586.827468	231	
120.6	589.555821	229	
120.7	592.298837	228	
120.8	595.056600	245	
120.9	597.829191	232	
121.0	600.616696	199	
121.1	603.419196	212	
121.2	606.235518	205	
121.3	609.068348	197	
121.4	611.916424	198	
121.5	614.779834	197	
121.6	617.658663	182	
121.7	620.552998	189	
121.8	623.462925	186	
121.9	626.388534	177	
122.0	629.329912	166	
122.1	632.287148	176	
122.2	635.260330	183	
122.3	638.249549	168	
122.4	641.254895	178	
122.5	644.276458	142	
122.6	647.314330	143	
122.7	650.368603	133	
122.8	653.440633	152	
122.9	656.527763	143	
123.0	659.631580	130	
123.1	662.752176	137	
123.2	665.889647	121	
123.3	669.042842	137	
123.4	672.215307	147	
123.5	675.404904	135	
123.6	678.610173	150	
123.7	681.833445	146	
123.8	685.074168	139	
123.9	688.332440	150	
124.0	691.608358	165	
124.1	694.902023	126	
124.2	698.213533	156	
124.3	701.544308	143	
124.4	704.891936	151	
124.5	708.257707	155	
124.6	711.641723	159	
124.7	715.044087	169	
124.8	718.464902	158	
124.9	721.904273	148	
125.0	725.362303	167	
125.1	728.839099	167	
125.2	732.334765	176	
125.3	735.849407	179	
125.4	739.383134	194	
125.5	742.936052	184	
125.6	746.508269	231	
125.7	750.099894	227	
125.8	753.711037	199	
125.9	757.341808	218	
126.0	760.992316	243	
126.1	764.662675	255	
126.2	768.352995	248	
126.3	772.063388	277	
126.4	775.793969	329	
126.5	779.544852	316	
126.6	783.316149	365	
126.7	787.107978	364	
126.8	790.920453	368	
126.9	794.753692	400	
127.0	798.607811	480	
127.1	802.482928	535	
127.2	806.379162	602	
127.3	810.296631	648	
127.4	814.235457	676	
127.5	818.195760	816	
127.6	822.177660	876	
127.7	826.181280	954	
127.8	830.206743	1106	
127.9	834.254171	1273	
128.0	838.323690	1381	
128.1	842.415424	1564	
128.2	846.529499	1843	
128.3	850.666040	1975	
128.4	854.825175	2334	
128.5	859.007032	2675	
128.6	863.211739	2902	
128.7	867.439426	3317	
128.8	871.690222	3855	
128.9	875.964258	4290	
129.0	880.261666	4628	
129.1	884.582578	4787	
129.2	888.927127	4912	
129.3	893.295446	4815	
129.4	897.687672	4858	
129.5	902.103937	4731	
129.6	906.544380	4740	
129.7	911.009136	4523	
129.8	915.498344	4481	
129.9	920.012143	4372	
130.0	924.550670	4145	
130.1	929.114067	4272	
130.2	933.702474	4164	
130.3	938.316034	4138	
130.4	942.954888	4167	
130.5	947.619180	4220	
130.6	952.309055	4468	
130.7	957.024657	4579	
130.8	961.766132	4433	
130.9	966.533627	4432	
131.0	971.327290	4458	
131.1	976.147269	4413	
131.2	980.993714	4158	
131.3	985.866774	3908	
131.4	990.766600	3907	
131.5	995.693345	3553	
131.6	1000.647161	3411	
131.7	1005.628202	3348	
131.8	1010.636623	3191	
131.9	1015.672578	3189	
132.0	1020.736224	2978	
132.1	1025.827719	2856	
132.2	1030.947220	2835	
132.3	1036.094887	2736	
132.4	1041.270880	2732	
132.5	1046.475359	2624	
132.6	1051.708486	2588	
132.7	1056.970424	2440	
132.8	1062.261337	2480	
132.9	1067.581389	2527	
133.0	1072.930747	2486	
133.1	1078.309575	2535	
133.2	1083.718043	2595	
133.3	1089.156318	2491	
133.4	1094.624570	2496	
133.5	1100.122969	2440	
133.6	1105.651686	2449	
133.7	1111.210895	2476	
133.8	1116.800767	2464	
133.9	1122.421479	2457	
134.0	1128.073204	2423	
134.1	1133.756120	2352	
134.2	1139.470403	2368	
134.3	1145.216232	2278	
134.4	1150.993787	2242	
134.5	1156.803247	2204	
134.6	1162.644795	2230	
134.7	1168.518613	2066	
134.8	1174.424884	2050	
134.9	1180.363794	1943	
135.0	1186.335527	0	
Comment	
