Start Time	09:34:40	09:36:58	09:39:13	09:41:28	09:43:43	09:45:58	09:48:13	09:50:28	09:52:43	09:54:59	09:57:14	09:59:29	10:01:44	10:03:59	10:06:14	10:08:29	10:10:44	10:12:59	10:15:14	10:17:29	10:19:44	10:21:59	10:24:14	10:26:29	10:28:44	10:30:59	10:33:14	10:35:29	10:37:44	10:39:59	10:42:14	10:44:29	10:46:44	10:48:59	10:51:14	10:53:29	10:55:44	10:57:59	11:00:14	11:02:29	11:04:44	11:06:59	11:09:14	11:11:29	11:13:44	11:15:59	11:18:14	11:20:29	11:22:44	11:24:59	11:27:14	11:29:29	11:31:44	11:33:59	11:36:14	11:38:29	11:40:44	11:42:59	11:45:14	11:47:29	11:49:44	11:51:59	11:54:14	11:56:29	11:58:44	12:00:59	12:03:14	12:05:29	12:07:44	12:09:59	12:12:14	12:14:29	12:16:44	12:18:59	12:21:14	12:23:29	12:25:44	12:27:59	12:30:14
Diameter Midpoint
 47.8	0	0	0	0	4114.92	102473	357086	206768	173902	94487.4	112480	91765.5	142066	188900	134637	177607	124283	109977	55612.7	68892	66179	26963	31842.6	13904.5	10473.7	8898.03	8304.73	10921.8	11705	14877.8	2649.19	0	10563.9	4408.75	756.955	4524.31	0	8592.09	8631.95	3069.59	1476.37	201.507	293.304	7231.31	2926.74	0	0	0	2643.59	265.044	0	2193.27	757.057	1853.3	1952.75	3752.08	2220.49	1404.12	0	194.919	1740.1	0	0	91.0236	922.099	0	0	0	1656.99	977.47	745.471	0	0	0	442.511	2341.7	0	1863.57	580.584
 49.6	0	912.567	994.015	0	0	106753	355226	255656	210007	106299	141405	78023.5	119021	201434	164992	149734	129515	98849.2	77296.1	83995.4	55006	48620.6	39499.1	35947.9	33844.1	41938.5	11612.4	9118.47	13481.8	6160.62	20739.7	6983.88	1843.49	6623.64	0	5164.36	3507.93	6221.89	5451	2706.54	1016.34	1537.19	54.7865	1881.66	2280.11	476.947	2451.44	285.17	804.039	5138.21	0	0	0	1686.64	3696.39	4030.17	11.446	575.674	3637.97	0	772.722	129.836	0	353.501	3031.26	3326.4	0	3510.35	2176.34	2955.95	621.385	2214.8	0	0	2210.78	0	830.715	0	2259.08
 51.4	0	0	0	0	0	103705	402080	273942	252394	112322	153534	109225	95695.3	156662	141626	186283	134483	126672	105261	96854.6	60838.9	66117.7	53694.6	47649.5	39639.2	23196.2	21877.1	18757.9	23052.6	15709.4	12898.3	6022.68	4324.12	12156.8	11698.8	3783.78	1922.06	5154.67	9001.87	952.876	5693.94	2159.97	3206.71	725.533	0	0	1120.17	0	4641.01	0	3793.84	2652.99	4480.59	136.522	0	5647.21	1199.01	2517.36	1660.48	4390.96	0	2748.69	356.759	618.343	4624.49	487.431	1321.33	0	4305.31	1948.9	0	8.41722	4947	1201.1	2385.71	188.516	0	0	0
 53.3	0	0	0	812.574	2397.19	97055.9	416746	322726	232622	104620	162828	100834	86532.5	156284	163745	170334	155636	144530	98808.3	94357.4	89577.7	78614	60134.9	63104.5	34510.8	27786.2	25535.9	24935.4	27937.7	23614.5	23803.6	16654.6	15569.6	7305.01	8638.01	12273.3	5666.38	2433.07	6274.11	3358.82	3550.96	7621.71	2554.01	0	2758.73	1324.87	0	4935.05	5097.67	4176.03	2904.84	535.045	220.032	0	3226.61	9603.11	998.554	2110.11	1993.73	0	2411.97	0	2489.04	255.736	2131.22	2136.25	2223.87	331.822	0	182.399	0	0	361.304	0	3011.32	519.677	2687.16	2923.98	3504.44
 55.2	864.628	0	0	902.029	383.068	85510.6	435559	310517	259737	121178	196897	131658	92109.8	145107	152530	153022	172219	158720	131413	119753	97790	93209	74566.4	72400.5	49491.4	56207.6	39772.2	36570.6	21545.9	23514.1	17106.8	9608.22	18217.6	9927.37	15963.5	6206.53	13479.2	0	7721.71	6817.75	8585.35	6411.11	7858.74	0	1058.95	3702.2	6028.16	0	3200.09	3515.37	4437.88	6539.23	4202.8	1129.08	0	945.04	1461	0	3060.46	1533.14	284.938	1454.43	2962.23	4420.79	3931.13	0	1948.2	2567.52	1244.23	0	0	2697.3	0	4961.57	0	0	2230.49	893.835	2744.46
 57.3	0	829.863	0	836.824	1556.19	72686.1	472917	272722	274828	131588	199591	128933	91912	143580	120382	162300	149161	162204	154277	150807	115523	116677	109442	77209.6	80362	52483.8	49931.4	29399.4	30743.1	26949.9	22696.9	15931.9	19286.4	13623.7	8157.99	20187.2	9620.29	7770.43	10380.7	2649.62	17109.2	12673.4	6885.85	10185.9	12374.2	9315.98	7552.84	8965.92	11803	16448.7	0	6834.86	1620.6	5879.09	0	0	3037.12	1229.32	5128.55	6901.26	4107.31	7561.55	0	8358.8	5167.44	647.789	5369.29	2910.3	1677.03	3143.02	195.515	0	0	2038.38	2359.11	1352.94	0	0	5583.51
 59.4	0	0	0	783.032	0	59680.5	497565	316513	306823	189709	203770	140197	86217.6	150013	137768	129985	138440	161323	158467	170277	153639	117351	112178	90530.1	71634	69572	73295.1	62470.9	34002.8	39648.7	32844.6	45750.6	26838.1	7674.2	27990.8	18107.6	15990.4	17223.9	20747	16274.3	5176.97	21433.2	9664.01	12181.6	6827.96	3751.25	13703.4	203.943	13072.1	1941.2	10029.9	12179.8	6238.5	0	1958.22	10859	10151	7047.04	5028.03	1372.84	0	2101.8	581.01	12037.3	6110.31	7034.38	2371.09	0	6435.78	0	2393.83	0	1796.83	0	4982.07	3178.13	1613.04	6063.73	4799.72
 61.5	682.531	0	812.247	805.893	0	58385.1	464614	321771	310167	166191	186227	140881	81387.5	141395	123598	139701	167610	165606	165385	164317	131614	132068	143270	120019	112083	90791.8	74233.4	85151.4	70977.9	62018.8	33134.4	70905.2	46074.4	41656.7	38812.1	20942	25935.5	27987.7	24838.3	23444.8	15969.2	8153.67	18237.5	4549.63	13762.9	18355.1	11515.2	21951.7	6607.9	0	15214.9	9976.27	12076.8	14883.6	10835.3	16487.6	6809.03	5670.2	8815.87	175.544	385.526	962.123	0	4679.42	1298.87	6533.72	0	7904.58	0	2758.92	10162.3	5099.74	9351.38	1534.51	1384.16	4477.21	10396.6	2364.57	2124.65
 63.8	767.012	689.321	0	735.43	692.978	51295.2	447494	301355	302513	169676	269546	149518	81996.2	140039	121297	128261	154818	153148	152592	190073	149406	167202	145594	141992	106704	97615.7	87820.7	91911.1	92993.4	76276.2	83207	53597.6	60638	47848.1	35759.6	51740.3	34783.3	41549.1	40213.9	25951.2	33864	15926.3	9965.5	24941.2	11031	17835.5	15570.1	16962.6	9402.43	329.341	15890.7	17005.1	13890.8	18689.2	12170.3	1959.2	15384.7	3482.2	11416.5	5381.66	5339.48	4658.82	3800.42	11116.9	2431.26	4587.54	7482.52	3346.35	0	3463.58	5753.03	11820.2	5618.61	3876.5	6638.05	1216.33	4176.21	1786.4	2041.4
 66.1	780.634	663.667	740.759	0	0	49180.6	449696	350666	361439	206747	254367	178922	77357.2	139468	133309	149978	137622	126056	156543	194302	141905	166444	171977	144658	133340	126764	105130	124307	94666.8	104837	90601.9	73068.7	76280.1	59510.5	71021.9	45709.1	42510.1	49274.8	46171.7	34739	32282.1	28857.2	30969.6	35869.9	23323.7	25534.8	18304.6	23565.1	21441.6	24300.1	12092.8	15332.4	17706.8	22821.7	7705.19	11705.5	2792.24	11161	11734.3	3834.36	10907.3	10639.7	18429.1	15095.2	1683.4	11095	3929.68	7054.96	866.122	11192.5	8779.36	2019.47	10585.9	9501.91	8993.3	5266.42	8138.66	3297.49	407.285
 68.5	0	747.198	0	754.288	0	32491.1	441095	315904	393190	241034	246400	147774	91478.4	134820	104966	144446	129246	167047	141856	156705	179611	175873	169695	163834	157845	153400	130035	123634	116806	113785	116264	99945.8	89140.7	67296.1	78789.9	65052.6	77002.3	63403.9	70022.5	53240.6	53678.8	42731.7	41036.9	38221.2	39471.8	29138	26933.5	33222.7	27706.9	27792.8	13476.9	19856.7	18756.1	9895.3	23230	25761.9	15440.7	12715.6	8663.13	16782.7	11723.6	23378	17874.4	18089.8	1686.43	5822.79	1730.89	24202.7	8769.19	5639.26	17473	9384.71	6968.55	8560.26	5385.82	8506.21	19184.3	3311.35	9294.47
 71.0	645.085	1270.44	0	1468.76	0	43159.5	407158	350940	394283	232779	293605	191055	85873.4	133687	133122	133989	123223	158068	153187	161725	137405	188454	188974	155178	160706	164006	160306	125753	136974	123402	137702	109754	105327	99435.6	91611.7	96417.5	79600.5	47110.8	48883.6	53316	48101.2	52688.7	45601.5	41634.2	24636	37830.7	34824.7	41662.3	23579.5	36694.1	39554.9	22169.3	22934	12175.7	22168.1	24215.3	18451.6	17468	17648.8	16393.4	12290.3	13814.2	15002.3	5764.2	7372.71	13365.5	23192.7	15523.5	5120.41	13970.1	5382.46	3689.88	11018.5	8733.56	5046.67	4591.32	11882	0	5435.68
 73.7	0	120.332	0	487.867	2137.98	25130.4	358509	324727	379462	258603	307117	186872	98772.2	136461	130228	130650	108040	134787	143988	156636	179184	157209	185241	151907	180939	147751	170798	154786	133873	149691	134404	122792	115835	126460	117636	121297	88389.4	104356	88405.9	94073.8	70038.1	67263.9	55596.7	53574.2	63300.5	53792	40589.3	36971.3	39615.4	47653.4	29528.7	32929.4	30237	30526.7	26136.2	21019.9	19393.3	22750.9	21262	27309.8	24472.6	17256.9	19083.2	21289.7	20911.4	14168.5	18791.1	11403	18469.5	19664.8	17262	11367.4	12065.4	16284	7819.9	12941.6	7611.89	11933.3	16811
 76.4	0	558.82	571.301	2102.19	0	17541.8	351071	336894	405233	265116	313555	179183	103563	161390	124641	149550	112490	118736	132741	142665	166282	152167	171898	156225	168210	161684	179978	198653	162441	159086	136796	156443	155279	144407	104532	112928	121003	121095	96367.4	85143.9	91947.5	89749	82591.2	69997.6	65144.2	66361.6	73355.9	66444.3	38922.9	55167	55839.5	43688.1	45329.3	50314.6	43687.4	34403.1	44218.6	28061.1	27788	21517.4	22855.3	39709.1	32810.8	27197.7	24955.1	21118.1	20851.6	36396.5	19679.1	23215.6	14568.2	30126.7	13998.4	8809.39	11127.1	14299.5	22002.2	19446.3	14760.6
 79.1	688.296	157.671	647.173	0	0	16391.9	329081	317326	383721	311350	318714	227423	121682	166650	170626	175572	125253	132762	161012	146209	152563	180365	163768	155518	182853	174751	179650	180745	176419	173711	172142	162827	165334	141011	159840	135823	146980	143613	132791	125155	94250.2	98244.3	96467.4	110202	86144.8	90223.7	63011.6	91321.9	73589.7	66538.1	63861.7	65407.1	75120.4	63594.8	42851.3	40890.1	28377.2	43078.5	51626.7	50300.5	42962.9	36630.2	36289.1	45095.3	45046.3	42374.5	28031.5	30939.5	29207.8	25055.3	38663.6	32960.3	22545.3	35990.3	27927.5	18811.4	16203.2	20075.3	16016
 82.0	0	870.96	0	0	0	18790.3	311735	300210	400891	311195	347690	199142	108819	189289	169518	165897	138711	153766	135486	138917	136683	173448	156012	152693	153935	158770	187747	179307	191893	187302	163083	177099	156117	173852	184212	158044	152339	164582	107101	125693	135603	113566	109972	108337	120082	113266	95689.7	108373	98347.9	79362.9	90550	77383.8	76474.1	74094.9	82341	81912.1	79397.9	64049.1	65689.9	51091.6	38937.8	48268.6	64130.5	57246.5	45056	54078.3	53321.9	63543.9	46857.3	50008.7	36863.7	43187.3	32395.4	36979.3	41436.5	38916.5	30801.8	39329.6	33472.2
 85.1	0	0	562.206	389.616	1981.34	11086.2	266371	302961	420234	325151	339647	209790	118396	197704	159715	182601	165610	149480	129485	147648	138191	182174	181758	132277	171682	155753	170167	187602	160712	163846	159075	164420	175822	187461	164785	141892	163375	167015	161763	128059	154121	159580	122220	132791	132473	113375	98390	95854.4	109125	116534	115417	92881.9	86385.3	104404	103782	87822.5	86923.6	76721.7	61519.7	60195.9	77312.9	59426.8	63329.5	53311.3	56431.9	54469	69049.6	52991.3	63329	66725.3	50123.4	57203.4	65599.3	53604.2	52422.5	43846.1	38389.7	45909.3	37086.3
 88.2	746.43	0	291.277	434.978	481.847	11934.5	221345	270639	390975	318050	337362	211516	132008	204208	182898	185901	170712	182084	135721	136947	149522	167297	160401	152697	144878	161681	177751	147919	142142	180813	179770	165628	181027	178558	155067	166091	179985	146942	185973	142846	168425	138626	138499	144339	138762	135794	125055	131983	115428	121840	103924	111398	112619	117476	117170	86188	86373.5	99158.1	77599.7	86340	89373	84538.2	92212.2	90138.1	90212.1	72197	71721	90788.1	84252.6	74946.2	72653.7	61833.4	68104.6	63677.9	62935.8	66079.6	63109.2	42327.9	57829.3
 91.4	900.389	651.994	0	0	1242.5	13548.1	210359	232905	392567	292867	362896	211137	139066	215077	192587	198448	211281	197494	161254	168223	157595	153627	152086	159381	146300	176104	140925	132633	154006	142718	156652	144944	175335	137442	168778	152713	145431	155775	134234	157440	150021	142055	160514	149154	159660	127532	146812	131281	131871	144971	126446	122516	135085	127443	119528	108590	117282	118511	82986.1	116761	110780	108883	105656	95747.9	100004	94093.9	106725	102581	94589.3	78911.5	87137.1	98907.2	78739.3	79932.6	68065.8	71640.1	75307.1	67496.8	77253
 94.7	0	647.338	1202.41	494.958	324.446	12171.2	142956	234061	341381	342781	371122	236526	137728	233395	203862	197611	175209	187504	183889	192370	179671	174592	147369	178870	160405	149712	158046	186323	142710	161897	150495	160025	178863	172199	163570	143059	163039	152022	140034	154222	142572	143999	162590	166129	133488	155532	138998	142697	128107	158404	128219	111458	123074	128151	129456	141311	105417	115399	114792	143871	124903	106161	146031	83535.6	116471	123427	107016	92332.3	110599	88555.2	110873	97608.6	96480.9	102206	74009	86733.7	98828.9	83589.1	87685.6
 98.2	0	637.391	0	368.897	1880.98	8848.98	142479	199663	322627	307032	363595	230453	155346	224328	232241	232082	215718	204555	179580	204464	204650	165861	169548	172907	173319	134316	165312	163653	168464	154180	176289	139283	132636	140917	149886	137064	144351	152713	154754	135282	130182	124447	150188	138965	148259	140811	133716	131390	111404	130354	132621	128571	127415	136702	124244	137908	137084	131647	148132	126827	118017	124340	113013	112304	121907	106464	139948	116212	112046	98359.7	98853.1	95057	95191.4	75612.6	100558	109327	93079.4	81620	107876
101.8	450.139	0	477.262	0	579.874	5144.87	124471	172006	298365	268274	344017	238587	130366	234636	235354	236610	221109	221656	229148	238424	202836	215622	210806	165518	173139	195267	161395	162376	158752	164224	155023	146531	149486	178689	149751	165115	128713	146788	140248	139432	160357	134315	146155	137450	122707	124624	146286	135936	119255	123490	136594	134662	138940	124745	129314	115853	119431	126425	137707	108352	123300	121610	137395	101799	126534	119435	145413	101782	99367.7	103325	112646	77606.1	102847	100725	97402	98716.5	108580	104148	101352
105.5	448.504	1197.99	0	0	1230.87	4064.6	105969	163470	255979	275173	343539	210772	130137	235453	239143	226024	230011	247865	230254	217981	231922	216983	176663	206924	193896	176197	171780	164606	164792	188119	165614	155826	139077	154568	155810	136218	147752	155867	165890	144658	144532	129097	144377	149941	144192	124532	144597	112703	148325	137765	128723	128262	139325	143320	125690	127358	109534	119536	150383	108199	117910	111482	115052	113498	121033	117294	111101	112462	113211	88560.5	95427.5	111843	103442	107072	108490	110277	89225.4	110660	108657
109.4	479.537	0	424.501	1158.49	0	8455.72	81286.9	119572	218213	250722	297250	212972	143054	240642	247421	235888	269546	242813	220438	248977	224755	225119	210386	212517	207638	213786	197030	180694	200983	179221	177057	182230	182577	170137	165228	152452	162189	181687	153467	140267	144517	146147	162133	145327	134672	127951	131570	136920	121509	141097	134957	111884	113996	116958	119494	139924	126265	123987	128770	122156	117994	101293	122287	93542.1	111122	123726	114269	107346	116985	98069.1	102568	103268	112563	88657.1	107698	108009	100917	104736	96328.1
113.4	0	0	572.643	0	2456.06	8149.14	65464.1	120064	212095	223688	254237	203648	120005	218053	246741	245318	242804	285201	236237	240190	239855	235143	235437	246112	228406	222644	194696	193435	228065	190821	193196	214798	191605	186782	182677	183413	154260	148282	161577	160808	133364	152967	159179	148946	144104	139243	133193	140665	144012	120534	131733	140840	146699	109386	121346	138458	121533	106835	123205	125173	116926	107950	107393	108265	99814.1	105893	111784	101596	110494	100357	99957.2	91330.6	97105.8	127664	99810.3	108800	93799.4	107678	94546.5
117.6	0	1765.64	0	366.493	935.363	3148.45	49508.7	78433.2	162247	200402	270866	188968	85390.6	248456	225105	260893	261502	258385	252144	226047	258991	229263	239702	241437	232489	242540	237041	216442	214435	210490	227772	219180	191493	191749	192604	166149	192163	170318	166970	172719	162161	163790	143201	161033	157385	143576	147821	143747	163083	143015	142683	154936	134602	127148	115652	133253	151215	114142	115148	112864	119580	119325	119187	119346	134330	115049	118392	89583.4	117400	114029	101632	97374.4	102395	94490.4	104143	98676.3	100925	100022	107683
121.9	0	0	1211.77	0	1738.63	6580.37	35039.5	82337.4	111524	164930	228239	167341	89772.4	226129	234819	235021	262648	249363	262129	273802	264938	257509	238105	238150	275834	262186	251829	216124	235379	229829	237686	219468	223769	234420	216774	192275	203173	186866	204440	196138	171667	200512	171324	182654	158804	170059	156858	132700	157340	160258	136830	144588	145977	143729	150091	138859	139724	124546	154306	134103	138558	147216	124380	115620	139320	105169	115053	123389	112382	121395	108445	99198.6	104032	102181	116560	110203	91425.5	106535	97177.6
126.3	0	0	0	1004.84	0	7488.53	30469.4	55595.9	91862.2	134382	178547	144857	70137.2	190485	193749	214205	235086	268932	256899	266567	265432	249388	246590	267373	266348	268018	254216	252227	250170	256082	233846	254277	234216	229041	230357	248261	225514	221651	239456	214295	207324	183850	201883	201801	185257	196288	191535	172184	169118	151231	170817	183663	175060	157942	168898	134876	159802	159430	136216	138031	148283	148206	153158	152044	134206	144933	138059	145658	110736	115585	122546	109811	113551	107336	125307	119547	120940	131089	102816
131.0	544.38	1154.29	1754.47	873.073	582.676	8287.13	33056.6	39182.4	70381.5	129174	176557	121804	64651.1	159184	186316	205917	229356	237810	257189	265725	250139	271909	281503	272203	278217	259640	267680	302999	277496	270601	263168	252484	256187	231359	237646	238775	226363	249376	221795	220589	201894	207763	208951	206805	201857	224666	203455	209713	197334	203498	178136	189152	182370	168002	173154	164880	161899	155595	169687	161632	147202	174459	156743	156272	149439	162676	139596	126132	130681	133728	142440	132305	128189	122427	113105	135284	126409	118789	131415
135.8	436.042	0	354.861	837.275	528.198	2982.31	18659	36601.4	56552.7	89460.4	118496	85444	69249.1	147411	139465	174129	202425	251080	248269	233326	262159	292964	255151	298239	282096	277131	277904	288077	263542	271882	295591	272086	261244	259786	256067	251496	257496	224927	251261	243801	227125	232679	222462	206749	222916	218140	220176	212316	209066	210644	218930	197551	198153	180905	190831	180959	165496	182662	170903	153174	164123	180272	162646	167503	145730	161558	170563	157502	160394	152336	153877	151545	124404	126375	155838	156609	152129	142870	127311
140.7	597.719	0	0	0	1037.94	3059.08	19108.2	30106	51575.9	78309.8	102227	75498.2	41337.8	108966	117453	161192	196597	187631	216344	200140	225798	233324	250594	263215	263461	268464	279811	277929	285689	286733	305453	283474	252720	293312	274636	267947	263069	239942	232558	238160	247779	242120	243208	247046	224328	213463	244823	218247	223824	219128	224818	220223	203088	220041	198134	205137	191769	196413	188687	195590	182918	157886	174813	200704	174203	170028	154467	160851	169073	172935	172633	167311	162004	147066	186385	168380	143346	145531	143155
145.9	0	0	733.346	1074.04	0	5909.93	12115.1	25792.2	42778.4	40200.3	80482.2	62967.2	40036.6	95805.1	105879	129296	155288	170876	206494	190507	207809	214221	237418	246952	238947	252829	275703	269496	261327	281177	253883	267417	251595	274061	278962	285069	254624	242022	247671	252949	228261	243616	249470	237915	239943	216072	232812	210327	215693	229375	239557	226019	209452	212837	199948	208008	186386	192599	184511	186494	179078	182359	175929	200844	185778	187821	180596	176474	160210	167492	165490	173588	160931	180802	172871	167262	158965	140097	156342
151.2	297.145	0	390.68	476.561	0	1944.04	9931	22675.4	31360.2	41139.7	55451.8	47309.2	21430	82313.4	84759.1	101214	132086	132295	152116	159586	182797	172036	196881	210056	237487	245841	251913	226393	270092	242988	247748	257450	262424	238107	258565	223227	263037	225020	243798	226753	225804	237624	234028	217883	252750	225480	216583	213298	208283	217759	217102	201220	226285	228615	233596	211530	202022	208804	200491	197698	186639	193526	194002	207517	174282	197558	179850	174626	179238	192102	165886	186108	168153	174278	157787	192498	155414	170312	147557
156.8	895.055	0	596.233	346.391	103.58	916.576	7467.58	12243.2	19167.3	29182.9	44993.5	27969.5	12927	57042.8	73957.2	66871.6	105746	100145	137360	124958	148757	150396	169993	174606	196048	187924	207682	210242	208105	219910	218921	221331	229774	212005	232083	255394	234145	201624	210998	226111	214301	217376	202548	230501	221341	210097	203071	198248	189178	208706	206546	204079	210595	219398	210197	209592	187746	205910	188003	193421	188258	201226	170491	183862	172332	170434	180295	193620	174132	176622	180739	157880	163509	155661	162590	169162	177929	151454	171147
162.5	0	0	0	847.279	0	597.081	5404.77	5239.91	10872.6	27456.7	27417.9	25781.1	13198.9	35573.8	42397.8	60067.5	80668.3	90404.1	120671	130965	129793	130457	146632	165219	176072	167202	167582	179647	198372	205277	209276	193486	191635	209815	200923	182824	224111	196082	184456	191738	192626	194625	209698	204261	197872	207834	193336	214269	201619	194830	178548	183352	189406	184541	186487	201957	172419	199642	186089	193487	179203	177274	183394	177208	164892	188442	180766	177061	172243	156405	164631	168404	175702	163006	165558	156894	163288	170837	149309
168.5	598.565	598.565	598.565	0	551.059	943.866	4333.67	4606.95	6988.61	21620.6	20892.9	12218.6	14197.7	32493.5	43766.5	40253.9	53219	64648.1	97629.3	75177.1	103444	107282	106576	120241	124853	147441	138108	141810	144554	153443	168376	170500	149587	160048	185837	163795	178333	173390	172247	169424	149606	172346	152715	164103	186595	167531	167083	181499	173989	164029	169943	173013	188270	170696	180440	161742	158314	152815	165969	179077	157363	158481	148489	173015	163502	140220	154584	158258	155202	166107	156668	152791	163024	145059	148004	153595	139300	140108	152058
174.7	602.975	0	0	321.477	602.975	583.459	2871.95	6255.49	6794.03	7533.19	16473.2	10931.3	9649.58	24103.4	25600.8	35402.8	47714	38489.4	61643.6	72577.2	68100.3	78358.2	87140.4	82579.3	94023.7	102779	125179	109065	120542	129302	131911	118298	136781	135808	133709	158762	127115	132838	136140	140900	139583	140448	135389	143290	146718	150131	142868	136001	147498	156536	169335	151537	159008	135460	151433	148636	135772	139235	136397	150365	145737	142038	139518	141476	147541	138838	131962	122707	128761	140641	144237	134625	141959	129510	132075	130103	132662	135783	122870
181.1	0	0	0	604.616	0	0	3497.59	3675.66	8197.79	8913.06	12769.1	9780.29	7460.28	17386.2	19831.6	24483.9	34956.6	30510.5	39412.1	44765.8	56337.8	45788.5	70941	65973	71012.4	91067.9	81200.4	97552.3	92137	97869.9	110948	110473	98854.4	116306	115937	113542	111794	105524	128787	115262	116565	117830	105915	101021	115220	119375	113946	117209	109678	111374	107002	125253	126227	116604	107850	128948	119837	112396	119287	114251	114352	119366	130863	112973	104406	118044	117810	118098	119840	114399	114213	111338	98268.3	118045	110435	120984	98278.5	115317	108087
187.7	0	0	0	0	0	1144.51	1115.28	963.509	6387.13	6746.36	3693.95	4615.06	3895.62	9293.91	14104.9	14079.3	18199.8	26531.2	29346.2	31475.5	33866.4	46572	45779.2	50509	59603.2	63036.8	63939.9	64067.9	66335	80503.9	73438.9	83217.8	78544.6	88886.2	89582.4	78339.2	69359.3	87179.3	89116.7	85038.3	73924.6	86405.6	92836.1	95556.3	98166.8	94463.8	106991	111025	93773.6	85479.1	105205	95871.4	89635	93148.8	100216	89969	101860	98695.9	98641.2	87686	80306.6	97123.9	96137.1	87412.5	94201.8	95316.7	87563	88809	98415.3	90906.7	87040.7	84571.3	92625.1	96621.3	84687.6	93434.4	85531.2	86495.3	91291.8
194.6	611.048	0	0	611.048	611.048	0	1473.93	2387.74	2406.64	8136.53	7367.28	4277.34	3214.25	8761.11	6119.5	12620.2	13721	18806.8	20168.7	19666.1	25926.6	24822	32185.6	40381.4	36433.4	45256.3	42320.4	50383.1	54206.4	47268	39948.9	57724.8	61018.1	55040	57086	63117.3	53372.9	64881.3	63895.3	57824.1	51003.2	68136.9	57249.7	61751.1	76629.6	56171.5	66555.8	70032	53345.4	71870.5	80682.8	71347.5	61002	70454.1	72271.3	78997.1	75368.7	61054.5	70768.3	75571.1	68755.5	66639	79593.1	73272.2	75222.7	68845.3	72373.9	73936.3	71266.7	77738.8	73482.6	76264.2	72907.3	79784.3	79294.6	60368	68765.6	72738.1	69199.9
201.7	42.1772	0	0	0	0	0	0	0	538.826	148.838	3463.7	528.959	732.361	1683.91	7324.5	6028.84	8313.17	4890.65	12999	4832.33	11976.7	8382.42	13713.4	21307.2	24148.6	25158.5	22180.7	31733.7	26465.1	29001.8	28066.9	41504.6	26444.3	40176.4	34996	32337.4	44508.1	35482.2	36867.8	41377.2	35417	36334.3	48510.2	42849.5	42055.7	38626.1	44650.7	41768.3	48075.2	44780.7	39885	47792.4	49829.1	45545.1	50266.4	47165.2	47706.2	37324.2	51072.6	52650.3	56726.8	49162	56166.7	46653.2	50457.9	49195.3	46585.9	44697.3	51326	49430.5	33835.6	55558.2	45566.1	42737.7	60395.4	49955.1	56343.9	45681.1	44504.8
209.1	578.396	620.916	620.916	0	0	0	910.921	0	0	0	2410.39	899.824	621.13	4934.96	2328.36	2660.88	2079.69	2743.13	10797.5	2484.33	4573.29	9533.91	14626.5	3084.19	11232.7	12430.4	14740.1	13602.6	28531.1	19557.2	23792	27231.5	18308.1	17118.5	24265.7	21998.9	27687	25391.7	16635.3	32098.6	25781.2	21476	18951.6	34444.7	21840.5	25441.4	24698.3	21429.1	30406.3	23868.4	26467.9	31137.7	27944.1	28395.3	35463.5	31401.2	36217.6	35220.8	34979.5	32336.4	40144.9	27552.6	40029.2	33095.3	40052.9	30880.1	30910.1	28742.3	28434.4	34553.6	45632.5	33094.5	38855.9	41930.9	38263.8	31898.9	32727.7	31327.8	31406.3
216.7	0	0	626.065	0	626.065	0	626.065	596.664	1222.73	1534.52	282.39	3977.49	2474.86	2786.65	5290.91	6543.04	5232.1	6513.63	9268.4	5512.01	11833.9	12774.3	11711.4	10523	14220.6	18006.4	11522.2	12683.6	11682	20851.8	23609.1	17377.8	19762	23326.7	20569.4	19762	18630	21669.6	17348.4	20569.4	21608.3	23731.7	19823.3	22862.9	18259.4	27336.1	22298.2	28558.8	16914.1	30090.8	30125.2	30943	29064.8	24932.8	28500	26275.6	27869	27247.9	22639.3	32509.4	32848.1	28436.2	28215.1	27586.6	25620.2	29320.2	25902.6	28468.1	31374.8	22860.4	31406.7	23800.8	29810.9	29374.1	34792.5	24549.4	32848.1	26832.6	32374
224.7	0	0	0	0	0	0	1440.05	1292.37	661.008	2525.43	3156.79	2525.43	29.6492	2880.1	3156.79	5228.2	2584.73	6343.23	12350.5	3965.48	7576.3	8868.67	10279.1	7812.93	10220.3	7565.89	9500.02	14481.2	6421.21	9854.69	12055.1	11748.8	12616.8	12232.4	14274.2	10091.3	18417	10338.4	17006.6	11748.8	14757.9	20518.1	18022.3	17243.2	20045.4	14787.5	14363.1	21939.4	20370.4	24582.9	20529	16593.2	20459.3	18358.3	20736	12369.7	16651.9	25233.5	22965.5	15714.8	19838.4	22570.8	25174.2	19255.4	20429.7	15320.1	21969.1	22678.4	17036.3	19808.7	24365.5	17568.3	16079.9	17767	22028.4	23981.2	15142.2	25875.3	17538.6
